id,actual,SVM(100),SVM(100W),SVM(500),SVM(500W),Tree(3),Tree(3W),RandForest,RandForest-Bal
1748,False,False,False,False,False,False,False,False,False
1749,False,True,False,False,False,False,False,False,False
1750,False,True,False,False,False,False,False,False,False
1751,False,True,False,False,False,False,False,True,False
1752,False,True,False,False,False,False,False,False,True
1753,False,False,False,False,False,False,False,False,False
1754,False,True,False,False,False,True,False,False,False
1755,False,True,False,True,True,False,False,True,False
1756,False,True,False,False,False,False,False,False,False
1757,False,False,False,False,False,True,False,False,False
1758,False,True,True,True,True,True,True,True,True
1759,False,False,False,False,False,False,False,False,True
1760,False,False,False,False,False,False,False,False,False
1761,False,False,False,False,False,False,False,False,False
1762,False,True,True,True,True,True,True,True,True
1763,False,False,False,False,False,False,False,False,False
1764,False,False,False,False,False,False,False,False,False
1765,False,True,False,True,True,True,True,True,True
1766,False,False,False,False,False,False,False,False,False
1767,False,True,False,False,True,False,False,False,False
1768,False,True,False,False,False,True,False,True,True
1769,False,False,False,False,False,False,False,False,False
1770,False,True,False,False,False,False,False,False,False
1771,False,False,False,False,False,True,False,False,False
1772,False,False,False,False,False,False,False,False,False
1773,False,True,False,False,False,False,False,False,False
1774,False,True,False,False,False,True,True,True,True
1775,False,False,False,False,False,False,False,False,False
1776,False,False,False,False,False,False,False,False,True
1777,False,False,False,False,False,False,False,False,True
1778,False,False,False,False,False,False,False,False,False
1779,False,False,False,False,False,False,False,False,False
1780,False,True,False,False,False,False,False,False,False
1781,False,False,False,False,False,False,False,False,False
1782,False,False,False,False,False,False,False,False,False
1783,False,True,False,True,True,True,False,True,True
1784,False,False,False,False,False,False,False,False,False
1785,False,True,True,True,True,False,False,True,True
1786,False,False,False,False,False,False,False,False,False
1787,False,True,False,False,False,True,True,True,True
1788,False,False,False,False,False,True,True,False,False
1789,False,True,False,False,False,False,False,False,False
1790,False,False,False,False,False,False,False,False,False
1791,False,False,False,False,False,False,False,False,False
1792,False,True,True,True,True,True,False,False,False
1793,False,False,False,False,False,False,False,False,True
1794,False,False,False,False,False,False,False,False,True
1795,False,True,False,False,True,False,False,False,False
1796,False,False,False,False,False,False,False,False,False
1797,False,True,False,False,False,True,True,False,False
1798,False,False,False,False,False,True,True,True,True
1799,False,True,False,False,False,False,False,False,False
1800,False,True,False,False,True,True,True,True,True
1801,False,True,True,True,True,True,False,True,True
1802,False,False,False,False,False,False,True,True,True
1803,False,True,False,False,False,True,False,True,True
1804,False,False,False,False,False,False,False,False,True
1805,False,True,False,True,True,False,False,False,False
1806,False,False,False,False,False,False,False,False,False
1807,False,False,False,False,False,False,False,False,False
1808,False,False,False,False,False,False,False,False,False
1809,False,False,False,False,False,False,False,False,True
1810,False,False,False,False,False,False,False,False,True
1811,False,True,True,True,True,True,True,False,False
1812,False,True,False,True,True,True,True,True,True
1813,False,True,True,True,True,True,True,True,True
1814,False,True,True,True,True,True,True,True,True
1815,False,False,False,False,False,False,False,False,False
1816,False,False,False,False,False,True,False,True,False
1817,False,True,False,False,False,False,False,False,False
1818,False,False,False,False,False,True,True,False,False
1819,False,False,False,False,False,True,True,False,False
1820,False,True,False,False,False,False,False,False,False
1821,False,True,True,True,True,False,False,True,True
1822,False,False,False,False,False,True,False,False,False
1823,False,True,False,False,False,True,False,True,False
1824,False,True,False,False,False,False,False,False,False
1825,False,False,False,False,False,True,True,True,True
1826,False,False,False,False,False,True,False,False,False
1827,False,False,False,False,False,False,False,False,False
1828,False,False,False,False,False,False,False,False,True
1829,False,True,False,True,True,False,False,False,False
1830,False,True,False,True,True,False,False,False,False
1831,False,True,False,True,True,True,True,True,False
1832,False,True,True,True,True,False,False,True,True
1833,False,True,False,False,False,True,True,False,False
1834,False,False,False,False,False,False,False,True,False
1835,False,True,False,True,True,False,False,True,True
1836,False,False,False,False,False,False,False,True,True
1837,False,False,False,False,False,False,False,False,False
1838,False,False,False,False,False,False,False,False,False
1839,False,True,False,True,True,False,False,True,True
1840,False,True,False,False,False,False,False,True,True
1841,False,True,False,False,False,False,False,True,True
1842,False,False,False,False,False,False,False,False,False
1843,False,False,False,False,False,False,False,False,False
1844,False,False,False,False,False,False,False,True,False
1845,False,True,False,True,True,True,False,False,False
1846,False,False,False,False,False,True,False,False,False
1847,False,False,False,False,False,False,False,False,True
1848,False,False,False,False,False,False,False,False,False
1849,False,True,True,True,True,False,False,True,False
1850,False,True,False,True,True,False,False,True,True
1851,False,False,False,False,False,False,False,False,False
1852,False,False,False,False,False,False,False,False,False
1853,False,True,False,False,False,False,False,False,True
1854,False,True,False,False,False,True,False,True,True
1855,False,True,False,False,False,True,False,True,True
1856,False,True,False,False,False,True,False,True,True
1857,False,True,False,True,True,True,False,False,False
1858,False,False,False,False,False,False,False,False,False
1859,False,True,False,True,True,True,True,False,True
1860,False,True,False,False,False,False,True,True,False
1861,False,False,False,False,False,True,False,False,False
1862,False,False,False,False,False,True,False,False,False
1863,False,True,False,False,False,False,False,False,False
1864,False,False,False,False,False,False,False,False,False
1865,False,False,False,False,False,True,False,False,False
1866,False,False,False,False,False,False,False,False,True
1867,False,False,False,False,False,False,False,False,False
1868,False,False,False,False,False,False,False,True,True
1869,False,False,False,False,False,False,False,False,False
1870,False,False,False,False,False,False,False,False,False
1871,False,False,False,False,False,False,False,False,False
1872,False,True,False,False,True,True,False,False,False
1873,False,True,False,False,False,True,False,False,True
1874,False,False,False,False,False,True,False,False,False
1875,False,True,False,False,False,True,False,True,True
1876,False,False,False,False,False,True,False,False,True
1877,False,True,False,True,True,False,False,False,False
1878,False,False,False,False,False,False,False,False,False
1879,False,False,False,False,False,False,False,False,False
1880,False,True,False,False,False,True,True,True,True
1881,False,False,False,False,False,True,False,False,True
1882,False,False,False,False,False,True,False,False,True
1883,False,True,False,False,False,False,False,False,False
1884,False,True,False,False,False,False,False,False,True
1885,False,True,False,False,False,False,False,False,True
1886,False,True,False,False,True,False,False,False,True
1887,False,True,False,False,False,False,False,False,False
1888,False,True,False,False,False,True,False,False,False
1889,False,True,False,False,False,True,True,False,False
1890,False,False,False,False,False,True,True,True,True
1891,False,True,False,True,True,True,True,True,True
1892,False,True,True,True,True,True,True,True,True
1893,False,True,True,True,True,True,True,True,True
1894,False,False,False,False,False,True,False,False,False
1895,False,False,False,False,False,True,False,False,False
1896,False,True,False,False,False,False,False,True,False
1897,False,True,False,False,False,False,False,False,False
1898,False,False,False,False,False,True,False,False,True
1899,False,False,False,False,False,False,False,False,False
1900,False,False,False,False,False,False,False,True,True
1901,False,False,False,False,False,True,False,False,False
1902,False,False,False,False,False,False,False,False,False
1903,False,False,False,False,False,False,False,False,False
1904,False,True,False,False,False,True,True,True,True
1905,False,True,True,True,True,True,False,False,False
1906,False,False,False,False,False,False,False,False,False
1907,False,False,False,False,False,False,False,False,False
1908,False,False,False,False,False,False,False,False,False
1909,False,False,False,False,False,False,False,False,False
1910,False,False,False,False,False,False,False,False,False
1911,False,False,False,False,False,False,False,False,False
1912,False,False,False,False,False,True,True,True,True
1913,False,False,False,False,False,True,False,True,True
1914,False,True,False,False,False,True,True,False,False
1915,False,True,False,False,False,True,False,False,False
1916,False,False,False,False,False,True,False,False,False
1917,False,False,False,False,False,True,False,False,False
1918,False,False,False,False,False,True,False,False,True
1919,False,False,False,False,False,False,False,False,False
1920,False,True,False,False,False,True,False,False,False
1921,False,True,True,True,True,True,True,False,False
1922,False,False,False,False,False,False,False,False,False
1923,False,False,False,False,False,True,True,True,True
1924,False,False,False,False,False,True,False,False,True
1925,False,False,False,False,False,True,False,False,True
1926,False,True,False,False,False,True,False,False,False
1927,False,True,False,True,True,True,True,True,True
1928,False,False,False,False,False,True,False,True,True
1929,False,True,True,True,True,True,True,False,False
1930,False,True,True,True,True,True,True,False,False
1931,False,True,False,True,True,False,False,False,False
1932,False,True,False,True,True,False,False,False,False
1933,False,False,False,False,False,True,False,False,False
1934,False,False,False,False,False,True,False,False,False
1935,False,False,False,False,False,True,False,True,True
1936,True,False,False,False,False,True,False,True,True
1937,False,False,False,False,False,False,False,False,True
1938,False,True,False,True,True,False,False,False,False
1939,False,True,True,True,True,False,False,False,True
1940,False,True,True,True,True,False,False,True,True
1941,False,True,False,False,False,False,False,False,False
1942,False,False,False,False,False,False,False,False,False
1943,False,True,False,True,True,False,False,False,False
1944,False,True,True,True,True,False,False,False,True
1945,False,False,False,False,False,False,False,False,False
1946,False,False,False,False,False,False,False,False,False
1947,False,False,False,False,False,False,False,False,False
1948,False,False,False,False,False,False,False,False,False
1949,False,False,False,False,False,False,False,False,False
1950,False,False,False,False,False,True,True,True,True
1951,False,False,False,False,False,False,True,True,False
1952,False,True,True,True,True,False,False,True,True
1953,False,True,False,False,False,True,True,True,True
1954,False,True,False,False,False,True,False,True,False
1955,False,True,False,False,True,True,False,True,False
1956,False,False,False,False,False,True,True,False,True
1957,False,True,False,False,False,True,True,False,False
1958,False,False,False,False,False,True,False,False,False
1959,False,True,False,False,True,True,True,False,False
1960,False,False,False,False,False,True,True,False,True
1961,False,False,False,False,False,True,False,False,True
1962,False,False,False,False,False,True,False,False,False
1963,False,False,False,False,False,True,True,False,False
1964,False,False,False,False,False,True,True,False,True
1965,False,True,False,False,False,False,False,True,True
1966,False,False,False,False,False,False,True,True,False
1967,False,True,True,True,True,True,True,True,False
1968,False,False,False,False,False,False,False,False,False
1969,False,True,True,True,True,True,False,True,True
1970,False,False,False,False,False,True,True,False,False
1971,False,False,False,False,False,True,True,False,True
1972,False,False,False,False,False,True,True,False,True
1973,False,True,True,True,True,True,False,False,True
1974,False,False,False,False,False,True,True,True,False
1975,False,False,False,False,False,True,True,False,True
1976,False,False,False,False,False,True,True,True,True
1977,False,False,False,False,False,True,False,False,False
1978,False,False,False,False,False,True,True,False,False
1979,False,True,False,False,False,False,False,False,False
1980,False,False,False,False,False,True,True,False,False
1981,False,False,False,False,False,True,True,True,True
1982,False,False,False,False,False,True,False,True,False
1983,False,False,False,False,False,True,True,True,True
1984,False,True,True,True,True,True,False,True,True
1985,False,True,True,True,True,True,True,False,False
1986,False,False,False,False,False,True,True,True,True
1987,False,False,False,False,False,True,True,True,True
1988,False,False,False,False,False,True,True,False,False
1989,False,True,True,True,True,True,False,True,True
1990,False,False,False,False,False,True,False,False,True
1991,False,False,False,False,False,False,False,False,False
1992,False,True,True,True,True,True,False,True,True
1993,False,False,False,False,False,True,True,True,True
1994,False,False,False,False,False,False,False,False,False
1995,False,False,False,False,False,False,False,False,False
1996,False,False,False,False,False,True,True,False,False
1997,False,False,False,False,False,True,True,False,True
1998,False,False,False,False,False,True,False,True,False
1999,False,False,False,False,False,True,True,True,True
2000,False,False,False,False,False,True,False,True,True
2001,False,False,False,False,False,True,True,True,True
2002,False,False,False,False,False,True,False,False,False
2003,False,False,False,False,False,True,False,True,True
2004,False,False,False,False,False,True,True,False,False
2005,False,False,False,False,False,True,False,False,True
2006,False,True,False,False,True,False,False,True,False
2007,False,False,False,False,False,True,False,False,False
2008,False,False,False,False,False,True,True,False,False
2009,False,False,False,False,False,True,False,False,False
2010,False,False,False,False,False,True,True,False,True
2011,False,True,False,False,False,True,False,True,False
2012,False,False,False,False,False,True,False,False,False
2013,False,False,False,False,False,True,False,False,False
2014,False,False,False,False,False,True,False,True,False
2015,False,False,False,False,False,True,False,False,False
2016,False,False,False,False,False,True,False,False,False
2017,False,False,False,False,False,True,False,False,False
2018,False,False,False,False,False,True,False,False,False
2019,False,False,False,False,False,True,False,False,False
2020,False,False,False,False,False,True,True,True,True
2021,False,False,False,False,False,True,False,False,False
2022,False,False,False,False,False,True,True,True,True
2023,False,True,False,False,False,True,True,False,False
2024,False,True,False,True,True,True,False,True,False
2025,False,False,False,False,False,True,True,False,True
2026,False,False,False,False,False,True,True,False,True
2027,False,False,False,False,False,True,True,True,False
2028,False,False,False,False,False,True,False,False,False
2029,False,False,False,False,False,True,True,True,False
2030,False,False,False,False,False,True,True,True,True
2031,False,True,True,True,True,True,True,True,True
2032,False,True,True,True,True,True,False,True,True
2033,False,False,False,False,False,True,True,False,False
2034,False,True,True,True,True,True,True,True,True
2035,False,False,False,False,False,True,False,False,False
2036,False,False,False,False,False,True,False,True,True
2037,False,False,False,False,False,True,True,True,True
2038,False,False,False,False,False,True,True,False,False
2039,False,False,False,False,False,True,False,True,True
2040,False,False,False,False,False,True,False,False,True
2041,False,True,False,False,False,True,False,False,False
2042,False,True,False,False,True,True,False,True,True
2043,False,True,False,False,False,True,True,False,False
2044,False,False,False,False,False,True,False,True,True
2045,False,False,False,False,False,True,False,True,False
2046,False,False,False,False,False,True,True,False,False
2047,False,False,False,False,False,True,False,True,True
2048,False,False,False,False,False,True,False,False,False
2049,False,True,True,True,True,True,False,False,True
2050,False,False,False,False,False,True,True,False,False
2051,False,True,False,False,False,True,False,True,True
2052,False,False,False,False,False,True,False,False,False
2053,False,False,False,False,False,True,False,True,True
2054,False,False,False,False,False,True,False,True,True
2055,False,True,False,False,False,True,True,False,False
2056,False,True,False,False,False,True,True,False,False
2057,False,True,False,False,False,True,False,True,True
2058,False,True,False,False,False,True,False,False,False
2059,False,True,False,True,True,True,False,True,False
2060,False,True,False,True,True,True,False,False,False
2061,False,True,False,True,True,True,False,True,True
2062,False,False,False,False,False,False,False,False,False
2063,False,False,False,False,False,False,False,False,False
2064,False,True,True,True,True,True,False,True,True
2065,False,False,False,False,False,True,False,True,True
2066,False,False,False,False,False,True,False,False,False
2067,False,False,False,False,False,True,False,False,False
2068,False,True,False,False,False,True,True,True,True
2069,False,False,False,False,False,True,False,True,True
2070,False,True,False,False,False,True,True,False,False
2071,False,True,False,False,False,True,True,False,False
2072,False,True,False,False,False,True,True,False,False
2073,False,False,False,False,False,True,True,False,True
2074,False,False,False,False,False,True,False,True,False
2075,False,False,False,False,False,True,False,True,False
2076,False,False,False,False,False,True,True,True,False
2077,False,True,False,False,False,True,False,False,False
2078,False,False,False,False,False,True,False,True,True
2079,False,False,False,False,False,True,False,True,True
2080,False,False,False,False,False,True,False,False,False
2081,False,False,False,False,False,True,False,False,False
2082,False,False,False,False,False,True,False,False,False
2083,False,False,False,False,False,True,True,True,False
2084,False,True,False,True,True,True,True,True,True
2085,False,True,False,True,True,True,False,True,True
2086,False,False,False,False,False,True,False,False,False
2087,False,False,False,False,False,True,False,False,False
2088,False,False,False,False,False,True,False,True,True
2089,False,True,False,True,True,True,False,False,True
2090,False,True,False,True,True,False,True,True,True
2091,False,True,True,True,True,True,False,True,True
2092,False,False,False,False,False,True,True,False,False
2093,False,False,False,False,False,True,False,True,False
2094,False,True,False,False,False,True,False,True,True
2095,False,True,False,False,False,True,False,False,False
2096,False,False,False,False,False,True,False,True,True
2097,False,False,False,False,False,True,False,True,True
2098,False,False,False,False,False,True,False,False,False
2099,False,False,False,False,False,True,False,False,False
2100,False,True,False,True,True,True,False,True,True
2101,False,True,False,False,False,True,False,True,True
2102,False,False,False,False,False,True,False,False,False
2103,False,True,False,False,False,True,True,True,True
2104,False,True,True,True,True,True,True,True,True
2105,False,True,False,False,False,False,False,False,False
2106,False,True,False,True,True,True,False,True,True
2107,False,False,False,False,False,True,False,True,True
2108,False,False,False,False,False,True,True,True,True
2109,False,True,False,False,False,True,False,True,False
2110,False,True,False,False,False,True,False,False,False
2111,False,True,False,False,True,True,True,True,True
2112,False,True,False,False,False,True,False,False,False
2113,False,False,False,False,False,True,False,False,False
2114,False,False,False,False,False,False,False,False,False
2115,False,True,False,True,True,True,False,False,False
2116,False,True,False,True,True,False,False,True,False
2117,False,True,True,True,True,True,True,False,False
2118,False,True,True,True,True,True,True,False,False
2119,False,True,False,False,True,True,True,True,True
2120,False,True,True,True,True,True,True,False,False
2121,False,False,False,False,False,True,False,False,False
2122,False,False,False,False,False,True,False,False,False
2123,False,False,False,False,False,False,True,False,True
2124,False,False,False,False,False,True,False,False,False
2125,False,False,False,False,False,True,False,False,False
2126,False,True,True,True,True,True,True,False,False
2127,False,False,False,False,False,False,False,False,False
2128,False,False,False,False,False,True,False,True,False
2129,False,True,False,False,False,True,False,False,False
2130,False,False,False,False,False,False,False,False,False
2131,False,False,False,False,False,False,False,False,False
2132,False,True,False,True,True,True,False,True,True
2133,False,True,False,True,True,True,False,True,True
2134,False,True,False,True,True,True,False,True,True
2135,False,False,False,False,False,False,False,False,False
2136,False,True,True,True,True,True,True,False,False
2137,False,True,False,True,True,True,True,False,False
2138,False,False,False,False,False,False,False,True,True
2139,False,False,False,False,False,False,False,True,True
2140,False,False,False,False,False,False,False,False,False
2141,False,True,False,False,True,False,False,True,False
2142,False,False,False,False,False,False,False,False,False
2143,False,False,False,False,False,False,False,False,False
2144,False,False,False,False,False,False,False,False,False
2145,False,False,False,False,False,False,False,False,False
2146,False,False,False,False,False,False,False,False,False
2147,False,False,False,False,False,True,True,False,False
2148,False,False,False,False,False,False,False,False,False
2149,True,True,True,True,True,True,True,True,True
2150,True,True,True,True,True,True,True,True,True
2151,True,True,True,True,True,True,True,True,True
2152,True,True,True,True,True,True,True,True,True
2153,True,True,True,True,True,True,True,True,True
2154,True,True,False,True,True,True,True,True,True
2155,True,True,True,True,True,True,True,True,True
2156,True,True,True,True,True,True,True,True,True
2157,True,True,True,True,True,True,True,True,True
2158,True,True,True,True,True,True,True,True,True
2159,True,True,True,True,True,True,True,True,True
2160,True,True,True,True,True,True,True,True,True
2161,True,True,True,True,True,True,True,True,True
2162,False,False,False,False,False,True,False,False,False
2163,True,True,True,True,True,True,False,True,True
2164,True,True,True,True,True,True,True,True,True
2165,True,True,True,True,True,True,True,True,True
2166,True,True,True,True,True,True,True,True,True
2167,True,True,True,True,True,True,True,True,True
2168,False,True,False,False,False,True,True,False,False
2169,True,True,True,True,True,True,False,True,True
2170,True,True,True,True,True,True,True,True,True
2171,True,True,True,True,True,True,True,True,True
2172,True,True,True,True,True,True,True,True,True
2173,True,True,False,False,True,True,True,True,True
2174,True,True,True,True,True,True,True,True,True
2175,True,True,True,True,True,True,True,True,True
2176,True,True,True,True,True,True,True,True,True
2177,True,True,True,True,True,True,True,True,True
2178,True,True,True,True,True,True,True,True,True
2179,True,True,True,True,True,True,True,True,True
2180,True,True,True,True,True,True,True,True,True
2181,True,True,True,True,True,True,True,True,True
2182,True,True,True,True,True,True,True,True,True
2183,False,True,True,True,True,True,False,True,True
2184,True,True,True,True,True,True,False,True,True
2185,True,True,True,True,True,True,True,True,True
2186,True,True,True,True,True,True,True,True,True
2187,True,True,True,True,True,False,False,True,True
2188,True,True,False,True,True,False,True,True,True
2189,True,True,True,True,True,True,True,True,True
2190,True,True,True,True,True,True,True,True,True
2191,True,True,True,True,True,True,True,True,True
2192,True,False,False,False,False,True,True,True,True
2193,True,True,True,True,True,True,True,True,True
2194,True,True,True,True,True,True,True,True,True
2195,True,True,True,True,True,True,True,True,True
2196,True,True,True,True,True,True,True,True,True
2197,True,True,True,True,True,True,True,True,True
2198,True,True,True,True,True,True,False,True,True
2199,True,True,True,True,True,False,False,True,True
2200,True,True,True,True,True,True,True,True,True
2201,True,True,True,True,True,True,True,True,True
2202,True,True,True,True,True,True,True,True,True
2203,True,True,True,True,True,True,True,True,True
2204,True,True,False,True,True,True,True,True,True
2205,True,True,True,True,True,True,True,True,True
2206,True,True,True,True,True,True,True,True,True
2207,True,True,True,True,True,True,False,True,True
2208,True,True,True,True,True,False,False,True,True
2209,True,True,True,True,True,True,True,True,True
2210,True,True,True,True,True,True,True,True,True
2211,True,True,True,True,True,True,True,True,True
2212,True,True,True,True,True,True,True,True,True
2213,True,True,True,True,True,True,True,True,True
2214,True,True,True,True,True,True,True,True,True
2215,True,True,True,True,True,True,True,True,True
2216,True,True,True,True,True,True,True,True,True
2217,True,True,True,True,True,True,True,True,True
2218,True,True,True,True,True,True,True,True,True
2219,True,True,True,True,True,True,True,True,True
2220,True,True,False,True,True,False,False,True,True
2221,False,True,False,False,False,False,False,False,False
2222,False,True,False,False,False,False,False,False,False
2223,True,True,False,True,True,True,False,True,True
2224,True,True,False,False,False,True,True,True,True
2225,True,True,True,True,True,True,True,True,True
2226,True,True,False,True,True,True,False,True,True
2227,False,True,False,False,True,True,False,True,True
2228,False,False,False,False,False,True,True,False,False
2229,True,True,True,True,True,True,True,True,True
2230,True,True,True,True,True,True,True,True,True
2231,True,False,False,False,False,True,False,True,True
2232,True,True,True,True,True,True,True,True,True
2233,True,True,True,True,True,True,True,True,True
2234,True,True,True,True,True,True,True,True,True
2235,True,True,True,True,True,True,True,True,True
2236,True,True,True,True,True,False,False,True,True
2237,False,True,False,True,True,True,True,True,False
2238,True,True,True,True,True,True,True,True,True
2239,True,True,True,True,True,True,False,True,True
2240,True,True,True,True,True,True,True,True,True
2241,True,True,True,True,True,True,True,True,True
2242,True,True,True,True,True,True,True,True,True
2243,True,True,True,True,True,True,True,True,True
2244,True,True,True,True,True,True,True,True,True
2245,True,True,True,True,True,True,True,True,True
2246,True,True,True,True,True,True,True,True,True
2247,True,True,True,True,True,True,True,True,True
2248,True,True,True,True,True,True,True,True,True
2249,True,True,True,True,True,True,True,True,True
2250,True,True,True,True,True,True,True,True,True
2251,True,True,True,True,True,True,True,True,True
2252,True,True,True,True,True,True,True,True,True
2253,True,True,True,True,True,True,True,True,True
2254,True,True,True,True,True,True,True,True,True
2255,True,True,True,True,True,False,True,True,True
2256,True,True,True,True,True,True,True,True,True
2257,True,True,True,True,True,True,True,True,True
2258,False,True,False,True,True,True,False,True,True
2259,True,True,True,True,True,True,True,True,True
2260,True,True,True,True,True,True,True,True,True
2261,True,True,True,True,True,True,True,True,True
2262,True,True,True,True,True,True,True,True,True
2263,True,True,True,True,True,True,True,True,True
2264,True,True,True,True,True,True,True,True,True
2265,True,True,True,True,True,True,True,True,True
2266,True,True,True,True,True,True,True,True,True
2267,True,True,True,True,True,True,True,True,True
2268,True,True,True,True,True,True,True,True,True
2269,True,True,False,False,False,True,False,True,True
2270,True,True,True,True,True,True,True,True,True
2271,True,True,True,True,True,True,False,True,True
2272,True,True,True,True,True,True,True,True,True
2273,True,True,False,True,True,True,True,True,True
2274,True,True,True,True,True,True,True,True,True
2275,True,True,True,True,True,True,True,True,True
2276,True,True,True,True,True,True,True,True,True
2277,True,True,True,True,True,True,True,True,True
2278,True,True,True,True,True,True,True,True,True
2279,True,True,True,True,True,True,True,True,True
2280,True,True,True,True,True,True,True,True,True
2281,False,True,True,True,True,True,True,True,True
2282,True,True,True,True,True,True,True,True,True
2283,True,True,True,True,True,True,True,True,True
2284,True,True,True,True,True,True,True,True,True
2285,True,True,True,True,True,True,True,True,True
2286,True,True,True,True,True,True,True,True,True
2287,True,True,True,True,True,True,True,True,True
2288,True,True,False,False,True,True,True,True,True
2289,True,True,True,True,True,True,True,True,True
2290,True,True,True,True,True,True,True,True,True
2291,True,True,True,True,True,True,True,True,True
2292,True,True,True,True,True,True,True,True,True
2293,True,True,False,False,False,False,False,True,True
2294,True,True,True,True,True,True,False,True,True
2295,False,True,True,True,True,True,False,False,False
2296,True,True,True,True,True,True,False,True,True
2297,True,True,False,True,True,False,True,True,True
2298,True,True,True,True,True,True,True,True,True
2299,True,True,True,True,True,True,True,True,True
2300,True,True,True,True,True,True,True,True,True
2301,True,True,True,True,True,True,True,True,True
2302,True,True,True,True,True,True,True,True,True
2303,True,True,True,True,True,False,False,True,True
2304,True,True,True,True,True,True,True,True,True
2305,True,True,True,True,True,True,True,True,True
2306,True,False,False,False,False,True,False,True,True
2307,True,True,True,True,True,True,True,True,True
2308,True,True,True,True,True,True,True,True,True
2309,True,True,True,True,True,True,True,True,True
2310,True,True,True,True,True,False,False,True,True
2311,True,True,True,True,True,True,True,True,True
2312,True,True,True,True,True,False,False,True,True
2313,True,True,True,True,True,True,True,True,True
2314,True,True,True,True,True,True,True,True,True
2315,True,True,True,True,True,True,False,True,True
2316,True,True,True,True,True,True,True,True,True
2317,True,True,True,True,True,True,True,True,True
2318,True,True,True,True,True,True,True,True,True
2319,True,True,True,True,True,True,True,True,True
2320,True,True,True,True,True,True,True,True,True
2321,True,True,True,True,True,False,False,True,True
2322,True,True,True,True,True,True,True,True,True
2323,True,True,True,True,True,True,True,True,True
2324,True,True,True,True,True,True,True,True,True
2325,True,True,True,True,True,True,False,True,True
2326,True,True,False,False,True,True,True,True,True
2327,True,True,True,True,True,True,True,True,True
2328,True,True,True,True,True,True,True,True,True
2329,True,True,True,True,True,True,True,True,True
2330,True,True,True,True,True,True,True,True,True
2331,True,True,True,True,True,True,True,True,True
2332,True,True,True,True,True,True,False,True,True
2333,True,True,True,True,True,True,False,True,True
2334,True,True,True,True,True,False,False,True,True
2335,True,True,True,True,True,True,True,True,True
2336,True,True,True,True,True,True,True,True,True
2337,True,True,True,True,True,True,True,True,True
2338,True,True,True,True,True,True,True,True,True
2339,True,True,True,True,True,True,False,True,True
2340,True,True,True,True,True,True,True,True,True
2341,True,True,True,True,True,True,True,True,True
2342,True,True,True,True,True,True,False,True,True
2343,True,True,False,True,True,True,True,True,True
2344,True,True,True,True,True,True,True,True,True
2345,True,True,True,True,True,True,True,True,True
2346,True,True,True,True,True,True,True,True,True
2347,True,True,True,True,True,True,True,True,True
2348,True,True,True,True,True,True,True,True,True
2349,True,True,True,True,True,True,True,True,True
2350,True,True,True,True,True,True,True,True,True
2351,True,True,True,True,True,True,True,True,True
2352,True,True,True,True,True,True,False,True,True
2353,True,True,True,True,True,True,True,True,True
2354,True,True,False,True,True,False,False,False,True
2355,True,True,True,True,True,True,True,True,True
2356,True,True,True,True,True,True,True,True,True
2357,True,True,True,True,True,True,True,True,True
2358,True,True,True,True,True,True,False,True,True
2359,True,True,True,True,True,True,True,True,True
2360,True,True,True,True,True,True,True,True,True
2361,True,True,True,True,True,True,False,True,True
2362,True,True,True,True,True,True,False,True,True
2363,False,True,True,True,True,False,True,False,False
2364,True,True,True,True,True,True,False,True,True
2365,True,True,True,True,True,True,True,True,True
2366,True,True,True,True,True,True,True,True,True
2367,True,True,True,True,True,True,True,True,True
2368,True,True,True,True,True,True,True,True,True
2369,True,True,True,True,True,True,True,True,True
2370,True,True,True,True,True,True,True,True,True
2371,True,True,True,True,True,True,True,True,True
2372,True,True,False,True,True,True,True,True,True
2373,True,True,True,True,True,True,True,True,True
2374,True,True,True,True,True,True,True,True,True
2375,True,True,False,True,True,True,False,True,True
2376,True,True,True,True,True,True,True,True,True
2377,True,True,True,True,True,True,True,True,True
2378,True,True,True,True,True,True,True,True,True
2379,True,True,True,True,True,True,False,True,True
2380,True,True,True,True,True,True,True,True,True
2381,True,True,True,True,True,True,True,True,True
2382,True,True,False,False,False,True,True,True,True
2383,True,True,True,True,True,True,True,True,True
2384,True,True,True,True,True,True,True,True,True
2385,True,True,True,True,True,True,True,True,True
2386,True,True,True,True,True,True,True,True,True
2387,True,True,True,True,True,True,True,True,True
2388,True,True,True,True,True,True,False,True,True
2389,True,True,True,True,True,True,True,True,True
2390,True,True,True,True,True,True,True,True,True
2391,True,True,True,True,True,True,False,True,True
2392,True,True,True,True,True,True,True,True,True
2393,True,True,True,True,True,True,True,True,True
2394,True,True,True,True,True,True,True,True,True
2395,True,True,True,True,True,True,True,True,True
2396,True,True,True,True,True,True,True,True,True
2397,True,True,True,True,True,True,True,True,True
2398,True,True,True,True,True,True,True,True,True
2399,True,True,True,True,True,True,True,True,True
2400,True,True,True,True,True,True,True,True,True
2401,True,True,True,True,True,True,True,True,True
2402,True,True,True,True,True,True,True,True,True
2403,True,True,True,True,True,True,True,True,True
2404,True,True,True,True,True,True,True,True,True
2405,True,True,True,True,True,True,True,True,True
2406,True,True,True,True,True,True,True,True,True
2407,False,True,False,False,False,False,True,True,True
2408,False,True,False,False,False,False,True,True,True
2409,True,True,True,True,True,True,True,True,True
2410,True,True,True,True,True,True,True,True,True
