id,train_or_test,length,Title,Author,date,lang,date-bucket,length-log,the,and,of,to,in,that,a,is,it,be
481,test,9998,"An Account of the trial of Charles Bateman, surgeon, for high treason in conspiring the death of the late King and the subversion of government, &c., who was tried and found guilty, at Justice-Hall in the Old Bailey, on the 9th of December, 1685 : the trials of John Holland and William Davis, for conspiring against, violently assaulting, and without any warrantable cause, imprisoning William Chancey ... who were tried and found guilty at Justice-Hall in the Old-Bayly, on the 10th of December, 1685 : as also the trials of John Holland, William Davis, and Agnes Wearing, for a notorious burglary and felony ... who were tried and found guilty, at Justice-Hall in the Old-Bayly, on the 11th of December, 1685.","Bateman, Charles, d. 1685.; England and Wales. Court of Quarter Sessions of the Peace (London)",1685,English,1650-1699,9,0.05191038207641528,0.05091018203640728,0.02540508101620324,0.03830766153230646,0.017103420684136828,0.020704140828165633,0.016003200640128026,0.001200240048009602,0.011602320464092819,0.007001400280056011
482,train,1845,An awakening word in season to the grand-jury-men of the nation,,1684,English,1650-1699,7,0.07208672086720867,0.04065040650406504,0.044444444444444446,0.023306233062330622,0.016802168021680216,0.01951219512195122,0.015176151761517615,0.004336043360433604,0.004336043360433604,0.004336043360433604
483,train,25238,"The government of the passions according to the rules of reason and religion viz, love, hatred, desire, eschewing, hope, despair, fear, anger, delight, sorrow, &c.","Ayloffe, W. (William)",1700,English,1700-1749,10,0.055036056739836754,0.032768048181313895,0.04219827244631112,0.02860765512322688,0.015334020128377843,0.01466043268087804,0.01386797686029004,0.01870195736587685,0.012481179174261035,0.009113241936762025
484,test,8230,"The Address of some ministers of Christ in the Isle of Wight & County of Southampton to the people of their respective charges, by way of exhortation, to discharge their parts of those two great and necessary duties, private conference and catechizing",,1658,English,1650-1699,9,0.042405832320777645,0.0321992709599028,0.04471445929526124,0.040097205346294046,0.02077764277035237,0.019441069258809236,0.015309842041312272,0.007533414337788579,0.01227217496962333,0.012150668286755772
485,test,24389,An address to the hopeful young gentry of England in some strictures on the most dangerous vices incident to their age and quality / by a perfect honourer of their worth.,Perfect honourer of their worth.,1669,English,1650-1699,10,0.05543482717618598,0.052482676616507434,0.0483824675058428,0.0281684365902661,0.013899708885153142,0.012628644060847103,0.015908811349378816,0.009225470498995449,0.012669646151953748,0.01172659805650088
486,train,1806,"A letter sent from Syrranam, to His Excellency, the Lord Willoughby of Parham, General of the Western Islands, and of the continent of Guianah, &c. then residing at the Barbados together, with the Lord Willoughby's answer thereunto : with a commendable description of that country / by Henry Adis.","Adis, Henry.; Willoughby of Parham, Francis Willoughby, Baron, 1613?-1666.",1664,English,1650-1699,7,0.061461794019933555,0.040974529346622365,0.05592469545957918,0.031007751937984496,0.024916943521594685,0.023809523809523808,0.014396456256921373,0.0033222591362126247,0.004429678848283499,0.006090808416389811
487,train,714,An advertisement from the General Penny-Post-Office,England and Wales. Post Office.,1685,English,1650-1699,6,0.08263305322128851,0.047619047619047616,0.015406162464985995,0.023809523809523808,0.05042016806722689,0.0056022408963585435,0.028011204481792718,0.0028011204481792717,0.0014005602240896359,0.004201680672268907
488,train,418,"The Age of riddles, or, A true list of certain extraordinary positions formerly called contradictions, but now distinguished by no names at all / faithfully extracted from several modern doctrines and practices.","Trapp, Joseph, 1679-1747.",1682,English,1650-1699,6,0.045454545454545456,0.05980861244019139,0.05263157894736842,0.04784688995215311,0.011961722488038277,0.009569377990430622,0.019138755980861243,0.014354066985645932,0.004784688995215311,0.007177033492822966
489,train,31674,A moral discourse of the power of interest by David Abercromby ...,"Abercromby, David, d. 1701 or 2.",1690,English,1650-1699,10,0.059575677211593105,0.02386815684788786,0.045431584264696595,0.03766496179832039,0.017901117635915894,0.01512281366420408,0.015312243480457158,0.011018500978720718,0.009439919176611732,0.009976636989328788
490,test,3934,"The searching out the deceit, and bringing the deceivers words and actions to the light, to be proved and tried with the light, which is just, judging and condemning that which is acted or spoken contrary to the light","Aldam, Thomas, d. 1660.",1655,English,1650-1699,8,0.06278596847991866,0.060498220640569395,0.026690391459074734,0.03507880020335536,0.01728520589730554,0.014743263853584139,0.014234875444839857,0.012963904422979157,0.009405185561769192,0.00788002033553635
491,test,150514,"The harmony of the divine attributes in the contrivance and accomplishment of man's redemption by the Lord Jesus Christ, or, Discourses wherein is showed how the wisdom, mercy, justice, holiness, power, and truth of God are glorified in that great and blessed work / by William Bates.","Bates, William, 1625-1699.",1674,English,1650-1699,11,0.08081640246090065,0.03490040793547444,0.04867985702326694,0.03171797972281648,0.019818754401583906,0.018802237665599214,0.014390687909430351,0.02031704691922346,0.014051848997435454,0.006750202638957173
492,test,34896,A treatise concerning the free grace of God the Father and of the love of Jesus Christ in which is contained the fountain of precious consolation to all the saints beloved and redeemed / by Timothy Batt.,"Batt, Timothy, 1613-1692.",1643,English,1642-1649,10,0.07702888583218707,0.045707244383310405,0.0557370472260431,0.019457817514901422,0.02111989912883998,0.015044704264099037,0.00765130674002751,0.01656350298028427,0.004011921137093076,0.008023842274186153
493,test,1408,"A declaration of Sir William Batten, late Vice Admiral for the Parliament concerning his departure from London, to His Highness the Prince of Wales.","Batten, William, Sir, d. 1667.",1648,English,1642-1649,7,0.044744318181818184,0.036931818181818184,0.02840909090909091,0.041193181818181816,0.010653409090909092,0.011363636363636364,0.01278409090909091,0.002840909090909091,0.007102272727272728,0.008522727272727272
494,train,97433,"Rich. Baxters apology against the modest exceptions of Mr. T. Blake and the digression of Mr. G. Kendall whereunto is added animadversions on a late dissertation of Ludiomaeus Colvinus, aliaa Ludovicus Molinaes@, M. Dr. Oxon, and an admonition of Mr. W. Air of Salisbury : with Mr. Crandon's Anatomy for satisfaction of Mr. Caryl.","Baxter, Richard, 1615-1691.",1654,English,1650-1699,11,0.051224944320712694,0.03337678199378034,0.03419785904159781,0.029764042983383452,0.01696550450052857,0.02540207116685312,0.013260394322252214,0.024755472991696857,0.018628185522358953,0.01263432307329139
495,train,210191,"Certain disputations of right to sacraments, and the true nature of visible Christianity defending them against several sorts of opponents, especially against the second assault of that pious, reverend and dear brother Mr. Thomas Blake / by Richard Baxter ...","Baxter, Richard, 1615-1691.",1658,English,1650-1699,12,0.04853204942171644,0.03560095341855741,0.032779709882916015,0.030729193923621848,0.015871278979594748,0.027303738028745285,0.01536697575062681,0.0189113710862977,0.0150339453164027,0.012469610972877049
496,train,4298,"The judgment and advice of the Assembly of the Associated Ministers of VVorcester-shire held at Worcester, Aug. 6th 1658 concerning the endeavors of ecclesiastical peace, and the ways and means of Christian unity, which Mr. John Durey does present, sent unto him in the name, and by the appointment of the aforesaid Assembly / by Richard Baxter ...","Associated Ministers of Worcestershire. Assembly (1658 : Worcester, Worcestershire); Baxter, Richard, 1615-1691.; Dury, John, 1596-1680.",1658,English,1650-1699,8,0.061656584457887395,0.048161935784085626,0.04630060493252676,0.03024662633783155,0.020241973010702654,0.022335970218706376,0.012563983248022336,0.014890646812470917,0.012563983248022336,0.01326198231735691
497,test,7540,"The judgment of non-conformists of the interest of reason in matters of religion in which it is proved against make-bates, that both conformists, and non-conformists, and all parties of true Protestants are herein really agreed, though unskilful speakers differ in words.","Baxter, Richard, 1615-1691.",1676,English,1650-1699,8,0.0519893899204244,0.053315649867374,0.040583554376657824,0.02718832891246684,0.02042440318302387,0.02015915119363395,0.008222811671087533,0.017108753315649865,0.012732095490716178,0.011671087533156498
498,train,7429,One sheet for the ministry against the malignants of all sorts by Richard Baxter.,"Baxter, Richard, 1615-1691.",1657,English,1650-1699,8,0.06824606272715035,0.054650693229236776,0.034190335172970786,0.025037017095167584,0.011980078072418899,0.025306232332750034,0.009153318077803204,0.013999192354287253,0.01171086283483645,0.008345672365055862
499,train,57665,"The reformed monastery, or, The love of Jesus a sure and short, pleasant and easy way to heaven : in meditations, directions, and resolutions to love and obey Jesus unto death : in two parts.","Beaulieu, Luke, 1644 or 5-1723.",1678,English,1650-1699,10,0.041134136824763724,0.052406138905748724,0.03170033816006243,0.031093384201855544,0.01366513483048643,0.021451487037197608,0.010422266539495361,0.014081331830399722,0.013491719413855892,0.009815312581288477
500,test,2242,A postscript to a book published last year entitled Considerations on Dr. Burnet's Theory of the earth,"Beaumont, John, d. 1731.; Burnet, Thomas, 1635?-1715. Telluris theoria sacra.; Beaumont, John, d. 1731. Considerations on Dr. Burnet's Theory of the earth.",1694,English,1650-1699,7,0.04683318465655665,0.02809991079393399,0.041480820695807316,0.025423728813559324,0.03033006244424621,0.015165031222123105,0.021409455842997326,0.007136485280999108,0.00936663693131133,0.010258697591436218
501,test,70819,"The principles of the Quakers further shown to be blasphemous and seditious in a reply to Geo. Whitehead's answer to the Brief discovery, styled Truth and innocence vindicated / by Edward Beckham ..., Henry Meriton ..., Lancaster Topcliffe ...","Beckham, Edward, 1637 or 8-1714.; Topcliffe, Lancaster, 1646 or 7-1720.; Meriton, Henry, d. 1707.",1700,English,1700-1749,11,0.05372851918270521,0.03638853979864161,0.03274544966746212,0.02987898727742555,0.015829085414931023,0.016605713156073936,0.01693048475691552,0.014445275985258193,0.013117948573123032,0.010364450218161793
502,test,33374,The Dutch lover a comedy acted at the Dvkes theater / written by Mrs. A. Bhen [sic],"Behn, Aphra, 1640-1689.",1673,English,1650-1699,10,0.022532510337388387,0.025618745130940253,0.017019236531431652,0.02615808713369689,0.01051716905375442,0.01273446395397615,0.01923653143165338,0.013303769401330377,0.011595853059267693,0.007550788038592916
503,train,5940,A pindarick poem on the happy coronation of His Most Sacred Majesty James II and his illustrious consort Queen Mary by Mrs. Behn.,"Behn, Aphra, 1640-1689.",1685,English,1650-1699,8,0.07962962962962963,0.04410774410774411,0.025084175084175084,0.01851851851851852,0.013804713804713806,0.009427609427609429,0.012457912457912458,0.002861952861952862,0.0030303030303030303,0.0015151515151515152
504,test,21213,"The revived fugitive: A gallant historical novel. Dedicated to Her Highness, the Duchess of Brunswig, Lunebourg, and Zell.","Belon, P. (Peter)",1690,English,1650-1699,9,0.03870268231744685,0.028095978880874936,0.03219723754301608,0.04813086314995522,0.018290670815066235,0.02969876962240136,0.01918634799415453,0.002922736058077594,0.0112666760948475,0.005232640362042144
505,test,14667,An impartial history of the life and death of George Lord Jeffreys late Lord Chancellor of England,"Dunton, John, 1659-1733.; Bent, James.",1689,English,1650-1699,9,0.062044044453535147,0.034499215926910756,0.04308992977432331,0.029317515511011114,0.020794981932228816,0.013772414263312199,0.020590441126338038,0.002795391013840595,0.006954387400286357,0.004227176655076021
506,train,1131,"The Lord Andevers two speeches the one concerning the pacification the 6th of March, the other the Star Chamber.","Berkshire, Charles Howard, Earl of, ca. 1615-1679.",1641,English,1630-1641,7,0.07250221043324491,0.028293545534924844,0.03890362511052166,0.023872679045092837,0.011494252873563218,0.011494252873563218,0.021220159151193633,0.010610079575596816,0.020335985853227233,0.010610079575596816
507,test,97655,The interest of princes and states,"Bethel, Slingsby, 1617-1697.",1680,English,1650-1699,11,0.07488607854180533,0.037642721826839386,0.05414981311760791,0.03058727151707542,0.025887051354257336,0.015104193333674671,0.012503200040960524,0.00898059495161538,0.010403973170856588,0.007813220009216118
508,test,7543,"Of the happiness of the saints in heaven a sermon preached before the Queen at Whitehall, October 12, 1690 / by William Beveridge.; Of the happiness of the saints in heaven","Beveridge, William, 1637-1708.",1695,English,1650-1699,8,0.04388174466392682,0.04719607583189712,0.03195015245923372,0.03102213973220204,0.02545406337001193,0.016173936099695082,0.008219541296566352,0.015643643112819832,0.017101948826726766,0.014980776879225772
509,train,13906,A sermon concerning the excellency and usefulness of the common prayer preached by William Beveridge ... 27th of November. 1681.,"Beveridge, William, 1637-1708.",1682,English,1650-1699,9,0.04882784409607364,0.039119804400977995,0.03207248669639005,0.03753775348770315,0.023874586509420394,0.023802675104271538,0.007550697540629944,0.015245217891557602,0.020782396088019562,0.01675535739968359
510,test,9938,"A disquisition upon our Savior's sanction of tithes, Matthew. 23, 23 and Luke 11, 42 wherein that whole case is most impartially stated and resolved according to express scripture for the satisfaction of all scruples.","Beverley, Thomas.",1685,English,1650-1699,9,0.07768162608170658,0.034010867377742,0.056953109277520626,0.03089152747031596,0.018514791708593277,0.019420406520426644,0.014992956329241296,0.008553028778426243,0.016099818877037632,0.00754679009861139
511,train,1560,"The wonderful confirmation of the succession of the kingdom of Christ at 1697 derived from the 42 moons of the Beast, then ending : given by prophecy so as to be calculated according to the famous cycle of the moon, styled the Golden Number, found out first by the famous Athenian astronomer Meton, about the year of the world 3574, embraced by the fathers of the Nicene Council about the year of our Lord 325, for the setting their antipaschal or Easter, supposited to the true Christian paschal of the Lord's Supper and the Lord's Day ordained by Christ / digested into these propositions following.","Beverley, Thomas.",1690,English,1650-1699,7,0.10576923076923077,0.03076923076923077,0.06602564102564103,0.03141025641025641,0.013461538461538462,0.01858974358974359,0.007051282051282051,0.011538461538461539,0.011538461538461539,0.008333333333333333
512,train,1046,"Strange and wonderful news from the lords in the Tovver, or, A dialogue between them and my Lord Staffords ghost",W. B.,1681,English,1650-1699,6,0.04780114722753346,0.033460803059273424,0.028680688336520075,0.02581261950286807,0.008604206500956023,0.0028680688336520073,0.021032504780114723,0.010516252390057362,0.013384321223709368,0.017208413001912046
513,test,10396,"Mercy & judgment a sermon, preached at the assizes held at Lincoln, July 15. 1678 / by Humfrey Babington ...","Babington, Humfrey, 1615-1691.",1678,English,1650-1699,9,0.052520200076952676,0.05646402462485572,0.03761061946902655,0.01837245094267026,0.013947672181608311,0.016544824932666412,0.01510196229318969,0.014909580607926127,0.007695267410542517,0.010388611004232398
514,test,41513,A paraphrase upon the Psalms of David by George Sandys ; set to new tunes for private devotion and a thorough-base for voice or instrument by Henry Laws ; and in this edition carefully revised and corrected from many errors which passed in former impressions by John Playford.,"Sandys, George, 1578-1644.; Laws, Henry, 1596-1662.; Playford, John, 1623-1686?",1676,English,1650-1699,10,0.040589694794401755,0.028810252210151037,0.017223520343025076,0.017054898465540914,0.020210536458458796,0.00672078625972587,0.00741936260930311,0.0028906607568713414,0.000939464745983186,0.003276082191120854
515,train,52946,"A new version of the Psalms of David, fitted to the tunes used in churches by N. Tate and N. Brady.","Tate, Nahum, 1652-1715.; Brady, Nicholas, 1659-1726.",1696,English,1650-1699,10,0.030162807388660146,0.03242926755562271,0.015241944622823255,0.024175575114267368,0.013712084010123523,0.008706984474747857,0.005363955728478072,0.005987232274392778,0.0020964756544403734,0.004004079628300533
516,train,71551,"Mataeotechnia medicinae praxeos, The vanity of the craft of physic, or, A new dispensatory wherein is dissected the errors, ignorance, impostures and supinities of the schools in their main pillars of purges, blood-letting, fontanels or issues, and diet, &c., and the particular medicines of the shops : with an humble motion for the reformation of the universities and the whole landscap [sic] of physic, and discovering the terra incognita of chymistrie : to the Parliament of England / by Noah Biggs ...","Biggs, Noah.",1651,English,1650-1699,11,0.06930720744643681,0.048273259632989056,0.05193498343838661,0.02526868946625484,0.01916115777557267,0.016757278025464353,0.016701373845229277,0.014646895221590194,0.011572165308660955,0.010859387010663723
517,train,2352,An epistle of tender love to friends in Ireland by your faithful friend and brother in the truth William Bingley.,"Bingley, William, 1651-1715.",1692,English,1650-1699,7,0.047193877551020405,0.08120748299319727,0.0391156462585034,0.03316326530612245,0.03316326530612245,0.018282312925170068,0.010629251700680272,0.00977891156462585,0.00467687074829932,0.013180272108843536
518,test,35379,An extract by Mr. Bushel of his late abridgment of the Lord chancellor Bacons philosophical theory in mineral prosecutions published for the satisfaction of his noble friends that importunately desired it.,"Bushel, Thomas, 1594-1674.; Bacon, Francis, 1561-1626. Atlantis.",1660,English,1650-1699,10,0.055654484298595215,0.039317109019474834,0.047457531303880834,0.03239209700669889,0.019842279318239633,0.014867576811102632,0.012804205884846943,0.004578987534978377,0.0044376607592074395,0.007066338788546878
519,train,9361,"A sermon preached before his Majesty at Christ-Church in Oxford on the 3. of November. 1644. after his return from Cornwall. By John Berkenhead, fellow of All-Soules College.","Birkenhead, John, Sir, 1616-1679.",1644,English,1642-1649,9,0.044226044226044224,0.037816472599081295,0.03343659865398996,0.02478367695759,0.013246448029056725,0.011537228928533276,0.009187052665313535,0.009934836021792544,0.007905138339920948,0.014528362354449311
520,train,11536,"Some remarks upon government, and particularly upon the establishment of the English monarchy relating to this present juncture in two letters / written by and to a member of the great convention, holden at Westminster the 22nd of January, 1689.",A. B.; N. T.,1689,English,1650-1699,9,0.060592926490984744,0.047936893203883495,0.03718793342579751,0.033027045769764216,0.02713245492371706,0.013782940360610264,0.01959084604715673,0.012742718446601941,0.014129680998613038,0.011615811373092927
521,train,265602,"Nomo-lexikon, a law-dictionary interpreting such difficult and obscure words and terms as are found either in our common or statute, ancient or modern laws : with references to the several statutes, records, registers, law books, charters, ancient deeds, and manuscripts, wherein the words are used : and etymologies, where they properly occur / by Thomas Blount of the Inner Temple, Esquire.","Blount, Thomas, 1618-1679.",1670,English,1650-1699,12,0.05144163071061212,0.03323770152333191,0.03573015263439282,0.019804067740453762,0.023512624151926568,0.008599332836349125,0.020899692020391415,0.018444891228228705,0.0070857900166414415,0.006167122235525335
522,test,6261,"Ass upon ass being a collection of several pamphlets written for and against the author of The asses complaint against Balaam, or, The cry of the country against ignorant and scandalous ministers : together with some choice observations upon them all / by Leonard Blunt ...","Blunt, Leonard.",1661,English,1650-1699,8,0.04216578821274557,0.033540967896502155,0.020763456316882287,0.025874460948730235,0.011978917105893628,0.014374700527072353,0.022680083053825267,0.013576106053346111,0.00878453921098866,0.007666506947771922
523,test,14885,"A consolatory treatise of the four complexions, that is, an instruction in the time of temptation for a sad and assaulted heart showing where-from sadness naturally arises, and how the assaulting happens : hereto are annexed some consolatory speeches exceeding profitable for the assaulted hearts & souls, written ... March 1621 / by the Teutonicall philosopher, Jacob Behmen.; Trost-Schrift von vier Complexionen. English","Bohme, Jakob, 1575-1624.; Hotham, Charles, 1615-1672?",1654,English,1650-1699,9,0.06724890829694323,0.032045683574067854,0.0408464897547867,0.021834061135371178,0.02989586832381592,0.012764528048370843,0.01995297279140074,0.01934833725226738,0.015384615384615384,0.007457171649311387
524,test,106321,"Signatura rerum, or, The signature of all things showing the sign and signification of the several forms and shapes in the creation, and what the beginning, ruin, and cure of every thing is ... / written in High Dutch, MDCXXII, by Jacob Behmen, alias Teutonicus Phylosophus.; De signatura rerum. English","Bohme, Jakob, 1575-1624.; Ellistone, John, d. 1652.",1651,English,1650-1699,11,0.10212469784896681,0.05172073249875377,0.03663434316832987,0.013797838620780467,0.03684126372024341,0.009048071406401369,0.013383997516953378,0.023842890868219824,0.021397466163787023,0.006960054928001054
525,test,4216,"A remonstrance of some fallacies and mistakes, whereof the informers who have hitherto attempted against the House of the Stillyard, suppressing the truth, and by false suggestions deceiving at one those who do not heed, and those who are ignorant of the matter, or at least those who are too credulous, have made use of With particular answers to all, and a conclusion and petition on every point.","Boekell, Martin.",1659,English,1650-1699,8,0.08586337760910816,0.043643263757115754,0.04672675521821632,0.027039848197343452,0.015180265654648957,0.020398481973434534,0.008538899430740038,0.014231499051233398,0.014943074003795067,0.014231499051233398
526,test,10096,Le Lutrin an heroic poem / written originally in French by Monsieur Boileau ; made English by N. O.; Lutrin. English,"Boileau Despreaux, Nicolas, 1636-1711.; N. O.",1682,English,1650-1699,9,0.05606180665610143,0.02644611727416799,0.01673930269413629,0.02169175911251981,0.019215530903328053,0.005942947702060222,0.01812599049128368,0.0046553090332805075,0.006537242472266244,0.002377179080824089
527,train,29062,"Man's great duty, or, A discourse of the care every man should take to make sure the salvation of his own Soul by Samuel Bold, rector of Styple in Dorsetshire.","Bold, S. (Samuel), 1649-1737.",1693,English,1650-1699,10,0.03578556190214025,0.0527492946115202,0.03169086779987613,0.03100268391714266,0.017239006262473332,0.012765811024705802,0.012800220218842475,0.00984102952308857,0.009256073222765122,0.014142178790172735
528,test,34592,"The arraignment and conviction of atheism, or, An exact and clear demonstration by natural arguments that there is a God presented to the view of all, but especially the learned / by Joshua Bonhome.","Bonhome, Joshua.",1679,English,1650-1699,10,0.06594010175763182,0.044085337650323776,0.032782146160962075,0.018906105457909345,0.01572617946345976,0.032030527289546716,0.017055966697502315,0.02549722479185939,0.016853607770582795,0.013297872340425532
529,train,72313,"Examen legum Angliae, or, The laws of England examined, by Scripture, antiquity and reason cujus author anagrammat[os] est, A gomoz boa oz^ bary.","Booth, A., 17th cent.; Boon, A.",1656,English,1650-1699,11,0.06333577641641198,0.041610775379254075,0.03666007495194502,0.026675701464466968,0.019194335734930096,0.013413908979021751,0.014368094256910928,0.013939402320467965,0.007868571349549873,0.013164991080441966
530,train,51072,"Pandaemonium, or, The devil's cloister being a further blow to modern sadduceism, proving the existence of witches and spirits, in a discourse deduced from the fall of the angels, the propagation of Satan's kingdom before the flood, the idolatry of the ages after greatly advancing diabolical confederacies, with an account of the lives and transactions of several notorious witches : also, a collection of several authentic relations of strange apparitions of demons and specter, and fascinations of witches, never before printed / by Richard Bovet ...","Bovet, Richard, b. ca. 1641.",1684,English,1650-1699,10,0.06060072055137844,0.039963189223057645,0.04201911027568922,0.03109335839598997,0.01830748746867168,0.017524279448621553,0.016388627819548873,0.00894815162907268,0.011199874686716791,0.009809680451127819
531,train,82575,"Experiments, notes, &c. about the mechanical origin or production of diverse particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum / by the Honorable Robert Boil ...","Boil, Robert, 1627-1691.",1676,English,1650-1699,11,0.058153194066000606,0.02986376021798365,0.0509234029669997,0.030687254011504694,0.016893732970027248,0.023711777172267638,0.022391765062064792,0.009881925522252498,0.017923100211928552,0.017002724795640328
532,test,16464,"The doctrine of the kingdom and personal reign of Christ asserted and explained in an exposition upon Zach. 14, 5, 9 / by Ed. Bagshaw.","Bagshaw, Edward, 1629-1671.",1669,English,1650-1699,9,0.05794460641399417,0.042334791059280855,0.04045189504373178,0.026360544217687073,0.019436345966958212,0.018525267249757046,0.010629251700680272,0.015731292517006803,0.011236637512147716,0.015123906705539357
533,test,30181,"Elijah's nunc dimittis, or, The authors own funeral sermons in his meditations upon I Kings 19:4 ... / by Thomas Bradley ...","Bradley, Thomas, 1597-1670.",1669,English,1650-1699,10,0.0685530631854478,0.04290778966899705,0.04456446108478844,0.027600145787084588,0.026606142937609753,0.017196249295914647,0.011000298200854842,0.013054570756436167,0.01759385043570458,0.009973161923064178
534,train,142033,Castigations of Mr. Hobbes his last animadversions in the case concerning liberty and universal necessity wherein all his exceptions about that controversy are fully satisfied.,"Bramhall, John, 1594-1663.",1657,English,1650-1699,11,0.05188934965817803,0.02835256595298276,0.03505523364288581,0.03284447980398921,0.014834580696035429,0.020389627762562222,0.01730583737582111,0.02405778938697345,0.01422908760640133,0.011222744010194814
535,train,109007,"History surveyed in a brief epitomy, or, A nursery for gentry comprised in an intermixed discourse upon historical and poetical relations : wherein is much variety of discourse and modest delight / by Richard Braithwaite.","Brathwaite, Richard, 1588?-1673.",1651,English,1650-1699,11,0.045253974515398095,0.02472318291485868,0.042391773005403324,0.030796187400809125,0.021723375563037238,0.010797471721999505,0.017503463080352638,0.0071646774977753725,0.006669296467199355,0.008696689203445651
536,test,28934,"The churches resurrection, or, The creating of the new heavens written by an unworthy gospel-minister, John Bryan.","Brain, John.",1649,English,1642-1649,10,0.06960669109006705,0.03079422133130573,0.03290246768507638,0.030932466993848065,0.029584571784060272,0.013928250501140526,0.009469827884150133,0.014446671735674292,0.010195617612497408,0.013098776525886499
537,train,6004,"The history of the birth, life, sufferings and death of our blessed savior, Jesus Christ also his resurrection, ascension, intercession at the right hand of his Father in Glory, and of his coming again to judgment, showing his great love to undone sinners, the dreadful state of the wicked, and blessedness of the righteous / by Henry Brett.","Brett, Henry.",1679,English,1650-1699,8,0.025816122584943372,0.03580946035976016,0.01682211858760826,0.022818121252498335,0.011492338441039307,0.02098600932711526,0.005329780146568954,0.0071618920719520324,0.00899400399733511,0.00849433710859427
538,train,213890,"I. Scripture Light the most sure light ... delivered in three sermons on 2 Pet. I. 19 : II. Christ in travel ... in three sermons on Isai. 53. 11 : III. A lifting up for the down-cast ... delivered in thirteen sermons on Psalm. 42, 11 : four several sermons ... / preached by William Bridge ...","Bridge, William, 1600?-1670.",1656,English,1650-1699,12,0.049137407078404784,0.03792603674786105,0.028336995651970637,0.01920145869372107,0.01927626349992987,0.016111085137220066,0.016111085137220066,0.018327177521155733,0.011735003974005329,0.011805133479826077
539,test,7776,"A Brief account of the proceedings of the French clergy, in taking away the Pope's usurped supremacy, showing by what steps or degrees the same was effected by way of introduction to the Pope's letter, written to the clergy of France, 11th of Apr. 1682, and their protestarion [i.e. protestation] thereupon, 6th of May following, the letter condemning, and the protestation justifying and ratifying the said proceedings : both which are here published in Latin ... and in English ...",,1682,English,1650-1699,8,0.07034465020576132,0.042052469135802475,0.04256687242798354,0.02713477366255144,0.021219135802469136,0.016589506172839507,0.008359053497942387,0.004372427983539095,0.0065586419753086425,0.00720164609053498
540,test,20276,"A Brief account of the several plots, conspiracies, and hellish attempts of the bloody-minded papists against the princes and kingdoms of England, Scotland, and Ireland from the Reformation to this present year, 1678 as also their cruel practices in France against the Protestants in the massacre of Paris, &c., with a more particular account of their plots in relation to the late Civil War and their contrivances of the death of King Charles the First, of blessed memory.",,1679,English,1650-1699,9,0.07279542316038666,0.04522588281712369,0.044042217399881636,0.032402840797001384,0.01780430065101598,0.01731110672716512,0.014056026829749458,0.0030084829354902346,0.007891102781613731,0.007693825212073387
541,test,8418,"A Brief discourse declaring and approving the necessary and inviolable maintenance of the laudable customs of London namely, of that one, whereby a reasonable partition of the goods of husbands among their wives and children is provided : with an answer to such objections and pretenced reasons, as are by persons unadvised or evil persuaded, used against the same.",,1652,English,1650-1699,9,0.060465668804941794,0.04977429318127821,0.048942741743882155,0.029223093371347115,0.01900688999762414,0.016987407935376574,0.017224994060346877,0.00974103112378237,0.009978617248752673,0.011760513186029936
542,train,7381,"A brief exposition of our Lords Prayer showing that through ignorance and the wickedness of their own hearts, those that use it most, does abuse and profane it most, and pray against themselves that instead of a blessing, they draw down a curse upon themselves.",,1680,English,1650-1699,8,0.05121257282211083,0.05270288578783363,0.04091586505893511,0.03509009619292779,0.024522422435984285,0.017070857607370277,0.00745156482861401,0.019103102560628644,0.007722530822381792,0.013277333694621326
543,test,38271,"Tears for Jerusalem, or, The compassionate lamentation of a tender hearted savior over a rebellious and obdurate people a subject entered upon on the late day of solemn humiliation, December 6, 1655, afterward prosecuted, and now published as useful at all times, but very seasonable for the present / by John Brinsley.","Brinsley, John, 1600-1665.",1656,English,1650-1699,10,0.05184081941940373,0.03454312664942123,0.03715607117660892,0.026730422513130046,0.015782184944213636,0.017193174988894985,0.01222858038723838,0.01113114368581955,0.016801233309816834,0.008413681377544354
544,train,22279,Seasonable reflections on a late pamphlet entitled A history of passive obedience since the Reformation wherein the true notion of passive obedience is settled and secured from the malicious interpretations of ill-designing men.,"Bainbrigg, Thomas, 1636-1703.",1690,English,1650-1699,10,0.04488531801247812,0.04995735894788815,0.03236231428699673,0.03667130481619463,0.016293370438529558,0.021634723282014455,0.013645136675793349,0.012119035863369093,0.016158714484492125,0.016203599802504604
545,test,2966,"A speech made by the Right Honorable John Earl of Bristoll in the high court of Parliament May 20, 1642 concerning an accommodation","Bristol, John Digby, Earl of, 1580-1654.",1642,English,1642-1649,7,0.05697909642616318,0.056641942009440324,0.053270397842211735,0.028320971004720162,0.01820633850303439,0.015509103169251517,0.016857720836142953,0.009777478084962913,0.011463250168577209,0.015509103169251517
546,test,73973,Songs and other poems by Alex. Brom ...,"Brom, Alexander, 1620-1666.",1664,English,1650-1699,11,0.03572925256512511,0.04553012585673151,0.014153812877671583,0.025820231706163058,0.012572154705095102,0.016695280710529517,0.016979168074838118,0.012058453760155732,0.010030686872237167,0.00997661308855934
