id,actual,N (ngrams),C (chi^2),W (worst),R (random),X (random2)
2123,Neither,Play,Science,Science,Science,Neither
2124,Neither,Neither,Science,Play,Neither,Neither
2125,Neither,Neither,Science,Play,Neither,Neither
2126,Neither,Neither,Neither,Neither,Neither,Neither
2127,Neither,Neither,Science,Play,Neither,Neither
2128,Neither,Neither,Neither,Play,Neither,Neither
2129,Neither,Neither,Neither,Play,Neither,Neither
2130,Neither,Neither,Neither,Play,Neither,Neither
2131,Neither,Neither,Neither,Neither,Neither,Science
2132,Neither,Neither,Neither,Science,Science,Neither
2133,Neither,Neither,Neither,Neither,Neither,Neither
2134,Neither,Neither,Neither,Play,Science,Neither
2135,Neither,Neither,Neither,Science,Neither,Neither
2136,Neither,Play,Neither,Science,Neither,Neither
2137,Neither,Play,Neither,Neither,Neither,Neither
2138,Neither,Science,Neither,Science,Play,Science
2139,Neither,Science,Neither,Play,Science,Neither
2140,Neither,Neither,Science,Neither,Science,Neither
2141,Neither,Neither,Science,Neither,Neither,Neither
2142,Neither,Neither,Neither,Neither,Neither,Neither
2143,Neither,Neither,Neither,Neither,Neither,Neither
2144,Neither,Science,Neither,Science,Neither,Neither
2145,Neither,Neither,Neither,Neither,Neither,Neither
2146,Neither,Neither,Neither,Neither,Neither,Neither
2147,Neither,Science,Neither,Neither,Science,Neither
2148,Neither,Neither,Neither,Play,Neither,Neither
2149,Neither,Neither,Neither,Science,Neither,Neither
2150,Neither,Neither,Neither,Neither,Neither,Neither
2151,Neither,Neither,Neither,Neither,Neither,Neither
2152,Neither,Neither,Science,Science,Neither,Neither
2153,Neither,Neither,Science,Play,Science,Neither
2154,Neither,Neither,Science,Science,Neither,Neither
2155,Neither,Neither,Neither,Play,Play,Neither
2156,Neither,Neither,Neither,Play,Neither,Neither
2157,Neither,Neither,Science,Play,Neither,Neither
2158,Neither,Neither,Neither,Science,Neither,Neither
2159,Neither,Neither,Neither,Play,Neither,Neither
2160,Neither,Neither,Neither,Science,Neither,Neither
2161,Neither,Neither,Neither,Play,Neither,Neither
2162,Neither,Science,Neither,Play,Neither,Neither
2163,Neither,Neither,Neither,Play,Neither,Neither
2164,Neither,Science,Neither,Science,Science,Science
2165,Neither,Neither,Neither,Play,Neither,Neither
2166,Neither,Neither,Science,Science,Neither,Neither
2167,Neither,Neither,Neither,Science,Neither,Neither
2168,Neither,Neither,Science,Science,Science,Neither
2169,Neither,Play,Neither,Play,Play,Neither
2170,Neither,Neither,Science,Play,Neither,Neither
2171,Neither,Neither,Neither,Science,Science,Play
2172,Neither,Science,Neither,Science,Neither,Neither
2173,Neither,Science,Neither,Play,Neither,Neither
2174,Neither,Neither,Science,Science,Play,Neither
2175,Neither,Neither,Neither,Science,Neither,Neither
2176,Neither,Neither,Neither,Science,Neither,Neither
2177,Neither,Science,Neither,Play,Neither,Neither
2178,Neither,Science,Science,Play,Neither,Neither
2179,Play,Play,Play,Science,Play,Play
2180,Neither,Neither,Neither,Neither,Neither,Neither
2181,Neither,Neither,Neither,Science,Neither,Neither
2182,Neither,Neither,Play,Science,Neither,Neither
2183,Neither,Science,Neither,Neither,Neither,Neither
2184,Science,Science,Science,Science,Science,Science
2185,Neither,Science,Science,Play,Science,Neither
2186,Neither,Neither,Play,Neither,Science,Neither
2187,Neither,Science,Science,Science,Play,Neither
2188,Neither,Neither,Science,Neither,Neither,Neither
2189,Neither,Neither,Neither,Play,Science,Neither
2190,Play,Play,Play,Play,Play,Play
2191,Neither,Neither,Science,Science,Neither,Neither
2192,Neither,Neither,Neither,Neither,Neither,Neither
2193,Neither,Neither,Neither,Play,Play,Neither
2194,Neither,Neither,Neither,Science,Neither,Neither
2195,Science,Science,Neither,Science,Science,Science
2196,Neither,Neither,Neither,Neither,Neither,Neither
2197,Neither,Neither,Neither,Play,Neither,Neither
2198,Neither,Play,Neither,Neither,Play,Play
2199,Neither,Neither,Play,Play,Neither,Neither
2200,Neither,Play,Neither,Play,Neither,Neither
2201,Neither,Science,Neither,Science,Neither,Neither
2202,Neither,Neither,Science,Play,Neither,Neither
2203,Neither,Science,Science,Play,Neither,Neither
2204,Neither,Neither,Neither,Play,Neither,Neither
2205,Neither,Play,Neither,Play,Play,Science
2206,Neither,Neither,Neither,Play,Neither,Play
2207,Neither,Neither,Play,Neither,Neither,Neither
2208,Neither,Neither,Neither,Neither,Neither,Neither
2209,Neither,Neither,Science,Neither,Neither,Neither
2210,Neither,Neither,Neither,Play,Neither,Play
2211,Neither,Science,Neither,Science,Science,Neither
2212,Neither,Science,Neither,Play,Neither,Neither
2213,Neither,Neither,Science,Science,Science,Neither
2214,Neither,Neither,Science,Science,Science,Science
2215,Neither,Science,Neither,Play,Neither,Neither
2216,Neither,Neither,Neither,Neither,Neither,Neither
2217,Science,Science,Science,Science,Science,Science
2218,Neither,Science,Science,Neither,Neither,Science
2219,Neither,Science,Science,Play,Neither,Science
2220,Neither,Neither,Science,Science,Neither,Neither
2221,Neither,Neither,Neither,Play,Neither,Neither
2222,Neither,Neither,Neither,Play,Neither,Neither
2223,Play,Play,Neither,Play,Play,Play
2224,Play,Play,Play,Play,Neither,Play
2225,Neither,Science,Science,Play,Neither,Neither
2226,Play,Play,Play,Science,Play,Play
2227,Neither,Science,Neither,Play,Play,Neither
2228,Science,Neither,Science,Play,Science,Science
2229,Neither,Science,Neither,Science,Neither,Neither
2230,Neither,Play,Neither,Science,Play,Play
2231,Neither,Play,Neither,Play,Play,Neither
2232,Neither,Play,Neither,Science,Neither,Neither
2233,Neither,Play,Neither,Science,Neither,Neither
2234,Neither,Science,Neither,Science,Neither,Neither
2235,Neither,Science,Neither,Play,Play,Neither
2236,Neither,Science,Neither,Science,Play,Neither
2237,Neither,Neither,Neither,Play,Neither,Neither
2238,Neither,Neither,Neither,Play,Neither,Neither
2239,Neither,Neither,Neither,Science,Neither,Neither
2240,Neither,Science,Neither,Play,Neither,Neither
2241,Neither,Neither,Science,Science,Neither,Neither
2242,Play,Play,Play,Play,Play,Play
2243,Neither,Play,Play,Play,Play,Play
2244,Play,Play,Play,Play,Play,Play
2245,Play,Play,Play,Play,Play,Play
2246,Play,Play,Play,Science,Play,Play
2247,Play,Play,Play,Science,Play,Play
2248,Play,Play,Play,Play,Play,Play
2249,Neither,Science,Science,Play,Play,Science
2250,Play,Play,Science,Play,Neither,Play
2251,Play,Play,Play,Science,Play,Play
2252,Play,Play,Play,Play,Play,Play
2253,Play,Play,Play,Play,Play,Play
2254,Play,Play,Play,Science,Play,Play
2255,Neither,Neither,Play,Play,Neither,Science
2256,Play,Play,Play,Science,Play,Play
2257,Play,Play,Play,Play,Play,Play
2258,Play,Play,Play,Play,Play,Play
2259,Play,Science,Play,Play,Science,Play
2260,Play,Play,Play,Play,Neither,Play
2261,Neither,Science,Neither,Play,Play,Neither
2262,Play,Play,Play,Play,Play,Play
2263,Neither,Play,Play,Science,Play,Play
2264,Science,Science,Science,Science,Science,Science
2265,Neither,Neither,Neither,Play,Neither,Neither
2266,Neither,Play,Neither,Science,Play,Science
2267,Neither,Neither,Neither,Science,Neither,Neither
2268,Neither,Neither,Neither,Play,Neither,Neither
2269,Neither,Neither,Neither,Science,Neither,Neither
2270,Neither,Neither,Neither,Play,Science,Neither
2271,Neither,Neither,Neither,Neither,Neither,Neither
2272,Neither,Neither,Science,Neither,Neither,Play
2273,Neither,Neither,Science,Neither,Neither,Neither
2274,Neither,Neither,Neither,Science,Neither,Neither
2275,Neither,Neither,Neither,Science,Neither,Neither
2276,Neither,Neither,Neither,Science,Neither,Neither
2277,Neither,Neither,Neither,Science,Neither,Neither
2278,Neither,Neither,Neither,Play,Neither,Neither
2279,Neither,Neither,Neither,Neither,Neither,Neither
2280,Neither,Neither,Neither,Neither,Neither,Neither
2281,Neither,Science,Neither,Science,Science,Neither
2282,Neither,Play,Play,Neither,Neither,Play
2283,Play,Play,Play,Science,Neither,Neither
2284,Neither,Neither,Neither,Neither,Neither,Neither
2285,Neither,Neither,Science,Play,Neither,Play
2286,Neither,Neither,Neither,Play,Play,Science
2287,Neither,Neither,Neither,Neither,Neither,Neither
2288,Neither,Neither,Neither,Neither,Neither,Neither
2289,Neither,Neither,Neither,Science,Neither,Neither
2290,Neither,Neither,Neither,Neither,Neither,Neither
2291,Neither,Play,Neither,Science,Neither,Science
2292,Neither,Neither,Science,Science,Science,Science
2293,Neither,Neither,Neither,Neither,Neither,Neither
2294,Neither,Neither,Neither,Play,Science,Neither
2295,Neither,Neither,Neither,Play,Science,Neither
2296,Neither,Neither,Neither,Science,Neither,Neither
2297,Neither,Science,Neither,Science,Science,Neither
2298,Neither,Science,Neither,Neither,Neither,Neither
2299,Neither,Science,Neither,Play,Neither,Neither
2300,Neither,Neither,Neither,Science,Science,Neither
2301,Neither,Science,Science,Neither,Science,Neither
2302,Neither,Science,Neither,Play,Neither,Neither
2303,Neither,Neither,Neither,Neither,Neither,Neither
2304,Science,Science,Science,Science,Science,Science
2305,Neither,Neither,Neither,Science,Neither,Neither
2306,Neither,Neither,Neither,Science,Neither,Neither
2307,Neither,Neither,Science,Play,Neither,Neither
2308,Neither,Neither,Neither,Play,Neither,Neither
2309,Neither,Neither,Neither,Neither,Neither,Neither
2310,Neither,Neither,Neither,Neither,Neither,Neither
2311,Neither,Play,Neither,Play,Play,Play
2312,Neither,Neither,Neither,Neither,Science,Neither
2313,Neither,Neither,Play,Play,Neither,Neither
2314,Neither,Play,Neither,Science,Neither,Neither
2315,Neither,Science,Neither,Science,Neither,Science
2316,Neither,Play,Neither,Play,Neither,Neither
2317,Neither,Neither,Neither,Science,Neither,Neither
2318,Neither,Neither,Neither,Science,Neither,Neither
2319,Neither,Neither,Neither,Science,Play,Neither
2320,Neither,Neither,Neither,Science,Neither,Neither
2321,Neither,Neither,Neither,Neither,Play,Neither
2322,Neither,Neither,Neither,Science,Neither,Neither
2323,Neither,Neither,Neither,Neither,Neither,Neither
2324,Neither,Neither,Neither,Science,Neither,Play
2325,Neither,Neither,Neither,Neither,Neither,Neither
2326,Neither,Neither,Neither,Science,Play,Play
2327,Neither,Science,Neither,Science,Neither,Neither
2328,Play,Play,Play,Play,Play,Play
2329,Neither,Neither,Neither,Neither,Neither,Neither
2330,Neither,Neither,Neither,Neither,Science,Science
2331,Neither,Science,Neither,Play,Play,Neither
2332,Neither,Neither,Play,Play,Science,Neither
2333,Neither,Play,Science,Neither,Neither,Neither
2334,Neither,Science,Neither,Play,Neither,Neither
2335,Neither,Play,Play,Science,Neither,Play
2336,Neither,Science,Neither,Science,Neither,Neither
2337,Neither,Science,Neither,Play,Neither,Neither
2338,Neither,Science,Neither,Play,Neither,Neither
2339,Neither,Neither,Neither,Play,Play,Neither
2340,Neither,Neither,Neither,Science,Neither,Neither
2341,Neither,Science,Neither,Play,Neither,Neither
2342,Neither,Science,Neither,Science,Neither,Science
2343,Neither,Science,Neither,Science,Neither,Science
2344,Neither,Science,Neither,Play,Neither,Science
2345,Neither,Neither,Play,Neither,Science,Neither
2346,Neither,Science,Neither,Play,Neither,Neither
2347,Neither,Neither,Neither,Neither,Neither,Neither
2348,Neither,Neither,Neither,Science,Science,Science
2349,Neither,Science,Neither,Play,Neither,Neither
2350,Neither,Play,Science,Science,Science,Neither
2351,Neither,Play,Neither,Play,Neither,Neither
2352,Neither,Neither,Science,Science,Neither,Play
2353,Play,Play,Play,Play,Play,Play
2354,Play,Play,Play,Play,Play,Play
2355,Neither,Neither,Neither,Science,Neither,Play
2356,Play,Play,Play,Play,Play,Play
2357,Play,Play,Play,Science,Play,Play
2358,Neither,Play,Neither,Neither,Neither,Neither
2359,Neither,Play,Neither,Science,Neither,Neither
2360,Neither,Neither,Science,Neither,Neither,Neither
2361,Neither,Science,Neither,Play,Neither,Neither
2362,Neither,Play,Neither,Science,Neither,Play
2363,Play,Play,Play,Play,Play,Play
2364,Neither,Play,Play,Science,Neither,Play
2365,Neither,Science,Science,Science,Science,Play
2366,Neither,Science,Science,Science,Neither,Neither
2367,Neither,Neither,Science,Science,Science,Neither
2368,Neither,Neither,Neither,Science,Neither,Neither
2369,Neither,Neither,Neither,Science,Neither,Neither
2370,Neither,Neither,Neither,Science,Neither,Neither
2371,Neither,Neither,Science,Play,Neither,Science
2372,Neither,Neither,Neither,Play,Neither,Neither
2373,Neither,Neither,Science,Play,Neither,Neither
2374,Neither,Neither,Neither,Science,Play,Neither
2375,Neither,Neither,Neither,Neither,Neither,Neither
2376,Neither,Neither,Science,Play,Science,Science
2377,Neither,Neither,Neither,Science,Science,Neither
2378,Neither,Neither,Neither,Science,Play,Neither
2379,Neither,Neither,Neither,Science,Neither,Neither
2380,Neither,Neither,Neither,Science,Play,Neither
2381,Neither,Neither,Neither,Science,Play,Neither
2382,Neither,Neither,Science,Science,Neither,Neither
2383,Neither,Neither,Neither,Science,Science,Neither
2384,Neither,Neither,Neither,Science,Neither,Neither
2385,Science,Science,Science,Play,Science,Science
2386,Neither,Neither,Science,Neither,Neither,Neither
2387,Play,Play,Play,Play,Play,Play
2388,Play,Play,Play,Play,Play,Play
2389,Neither,Neither,Play,Science,Play,Neither
2390,Neither,Neither,Neither,Science,Neither,Neither
2391,Neither,Neither,Neither,Science,Science,Science
2392,Play,Play,Neither,Neither,Play,Science
2393,Neither,Neither,Science,Science,Neither,Neither
2394,Neither,Science,Neither,Play,Neither,Neither
2395,Neither,Science,Neither,Science,Neither,Neither
2396,Neither,Science,Play,Neither,Neither,Play
2397,Neither,Neither,Neither,Play,Neither,Neither
2398,Neither,Neither,Neither,Play,Neither,Neither
2399,Neither,Neither,Neither,Play,Neither,Science
2400,Neither,Science,Science,Play,Neither,Neither
2401,Neither,Play,Play,Science,Neither,Play
2402,Neither,Science,Science,Play,Neither,Neither
2403,Neither,Science,Neither,Science,Neither,Neither
2404,Neither,Science,Neither,Science,Science,Science
2405,Neither,Science,Science,Science,Neither,Play
2406,Neither,Neither,Science,Science,Science,Neither
2407,Neither,Science,Neither,Play,Neither,Neither
2408,Neither,Science,Neither,Play,Neither,Neither
2409,Neither,Neither,Neither,Neither,Neither,Neither
2410,Neither,Science,Neither,Science,Neither,Play
2411,Neither,Neither,Neither,Science,Neither,Neither
2412,Neither,Neither,Science,Science,Science,Science
2413,Neither,Neither,Science,Neither,Play,Science
2414,Neither,Neither,Science,Play,Science,Neither
2415,Neither,Neither,Science,Neither,Neither,Neither
2416,Neither,Science,Neither,Play,Science,Neither
2417,Neither,Science,Neither,Neither,Neither,Neither
2418,Neither,Science,Neither,Science,Science,Neither
2419,Neither,Neither,Neither,Play,Science,Neither
2420,Neither,Neither,Neither,Science,Science,Science
2421,Neither,Neither,Neither,Neither,Neither,Neither
2422,Science,Science,Science,Science,Science,Science
2423,Neither,Play,Neither,Neither,Play,Neither
2424,Neither,Play,Neither,Neither,Play,Neither
2425,Neither,Neither,Play,Science,Neither,Neither
2426,Neither,Neither,Science,Science,Neither,Neither
2427,Neither,Neither,Neither,Play,Neither,Neither
2428,Neither,Neither,Neither,Neither,Play,Science
2429,Neither,Neither,Neither,Play,Neither,Neither
2430,Science,Science,Science,Play,Science,Science
2431,Neither,Neither,Science,Neither,Neither,Neither
2432,Neither,Science,Science,Play,Play,Neither
2433,Science,Science,Science,Science,Science,Science
2434,Neither,Neither,Neither,Science,Neither,Neither
2435,Neither,Science,Science,Play,Neither,Neither
2436,Neither,Neither,Neither,Play,Neither,Neither
2437,Neither,Neither,Neither,Science,Neither,Neither
2438,Science,Neither,Science,Science,Science,Science
2439,Science,Neither,Science,Science,Science,Science
2440,Neither,Neither,Play,Science,Neither,Neither
2441,Neither,Science,Neither,Play,Science,Neither
2442,Neither,Neither,Neither,Play,Science,Neither
2443,Neither,Neither,Neither,Science,Neither,Play
2444,Neither,Neither,Science,Science,Neither,Science
2445,Neither,Play,Neither,Play,Science,Science
2446,Neither,Neither,Neither,Play,Neither,Neither
2447,Neither,Neither,Play,Neither,Neither,Neither
2448,Neither,Neither,Neither,Play,Neither,Neither
2449,Neither,Neither,Neither,Play,Neither,Neither
2450,Neither,Neither,Neither,Neither,Science,Neither
2451,Neither,Neither,Neither,Play,Science,Neither
2452,Neither,Neither,Neither,Science,Science,Neither
2453,Neither,Neither,Neither,Science,Neither,Science
2454,Neither,Neither,Science,Play,Neither,Neither
2455,Science,Science,Science,Science,Science,Science
2456,Science,Science,Science,Science,Science,Science
2457,Science,Neither,Science,Science,Science,Science
2458,Science,Science,Science,Science,Science,Science
2459,Science,Science,Neither,Science,Science,Science
2460,Neither,Neither,Neither,Science,Science,Neither
2461,Science,Science,Science,Science,Science,Science
2462,Neither,Science,Science,Science,Neither,Neither
2463,Neither,Neither,Neither,Science,Neither,Neither
2464,Neither,Neither,Neither,Neither,Neither,Neither
2465,Science,Science,Science,Play,Science,Science
2466,Neither,Neither,Neither,Play,Neither,Science
2467,Neither,Play,Neither,Science,Neither,Play
2468,Neither,Science,Neither,Play,Neither,Neither
2469,Neither,Science,Science,Play,Neither,Neither
2470,Neither,Science,Neither,Play,Neither,Neither
2471,Neither,Neither,Science,Science,Science,Science
2472,Neither,Neither,Neither,Play,Neither,Science
2473,Neither,Neither,Neither,Play,Play,Neither
2474,Neither,Neither,Neither,Neither,Neither,Neither
2475,Neither,Neither,Neither,Science,Neither,Neither
2476,Neither,Science,Neither,Play,Science,Neither
2477,Neither,Neither,Neither,Neither,Neither,Neither
2478,Neither,Science,Science,Science,Neither,Science
2479,Neither,Neither,Neither,Play,Neither,Neither
2480,Neither,Science,Neither,Neither,Neither,Neither
2481,Neither,Science,Science,Science,Neither,Neither
2482,Neither,Science,Neither,Neither,Neither,Neither
2483,Neither,Neither,Neither,Science,Science,Neither
2484,Neither,Science,Neither,Neither,Science,Neither
2485,Neither,Neither,Neither,Play,Science,Neither
2486,Neither,Neither,Neither,Play,Neither,Science
2487,Neither,Neither,Neither,Play,Neither,Play
2488,Neither,Neither,Neither,Neither,Play,Neither
2489,Neither,Neither,Neither,Neither,Neither,Neither
2490,Neither,Neither,Science,Science,Neither,Neither
2491,Neither,Neither,Neither,Neither,Neither,Neither
2492,Neither,Neither,Neither,Play,Neither,Play
2493,Neither,Science,Neither,Play,Science,Neither
2494,Neither,Science,Science,Science,Science,Neither
2495,Neither,Neither,Science,Play,Science,Neither
2496,Neither,Science,Neither,Science,Neither,Neither
2497,Neither,Neither,Neither,Play,Neither,Neither
2498,Neither,Science,Play,Science,Neither,Neither
2499,Neither,Science,Science,Play,Science,Science
2500,Neither,Neither,Play,Play,Neither,Neither
2501,Neither,Science,Science,Science,Science,Science
2502,Neither,Neither,Neither,Play,Neither,Neither
2503,Neither,Science,Science,Neither,Neither,Neither
2504,Play,Play,Play,Play,Play,Play
2505,Neither,Science,Science,Neither,Neither,Science
2506,Neither,Neither,Neither,Science,Neither,Neither
2507,Neither,Neither,Neither,Science,Science,Science
2508,Neither,Science,Neither,Science,Science,Neither
2509,Neither,Neither,Neither,Neither,Neither,Neither
2510,Neither,Neither,Play,Neither,Play,Neither
2511,Neither,Neither,Neither,Science,Neither,Science
2512,Neither,Neither,Neither,Science,Neither,Play
2513,Neither,Neither,Neither,Science,Neither,Play
2514,Neither,Science,Science,Science,Neither,Science
2515,Neither,Neither,Neither,Science,Neither,Neither
2516,Neither,Neither,Neither,Neither,Neither,Neither
2517,Neither,Neither,Play,Science,Neither,Neither
2518,Neither,Neither,Neither,Neither,Neither,Neither
2519,Neither,Science,Neither,Neither,Neither,Science
2520,Neither,Neither,Neither,Play,Neither,Neither
2521,Neither,Neither,Neither,Neither,Neither,Neither
2522,Neither,Neither,Neither,Science,Science,Science
2523,Science,Science,Science,Play,Science,Science
2524,Neither,Neither,Science,Play,Science,Science
2525,Neither,Science,Neither,Science,Neither,Neither
2526,Neither,Science,Neither,Play,Neither,Neither
2527,Neither,Science,Neither,Play,Neither,Neither
2528,Neither,Science,Neither,Science,Play,Neither
2529,Neither,Science,Science,Neither,Neither,Neither
2530,Neither,Neither,Science,Play,Neither,Science
2531,Neither,Neither,Neither,Science,Neither,Neither
2532,Neither,Neither,Neither,Science,Neither,Neither
2533,Neither,Science,Neither,Play,Neither,Neither
2534,Neither,Play,Neither,Play,Play,Neither
2535,Neither,Neither,Neither,Play,Neither,Neither
2536,Neither,Science,Science,Neither,Neither,Neither
2537,Neither,Play,Neither,Science,Science,Neither
2538,Neither,Neither,Neither,Science,Neither,Neither
2539,Neither,Science,Science,Science,Science,Science
2540,Neither,Science,Neither,Science,Science,Science
2541,Neither,Neither,Neither,Play,Neither,Neither
2542,Neither,Neither,Science,Play,Science,Neither
2543,Neither,Science,Science,Science,Science,Neither
2544,Science,Science,Science,Science,Science,Science
2545,Neither,Neither,Play,Neither,Neither,Neither
2546,Neither,Science,Neither,Play,Neither,Neither
2547,Neither,Neither,Science,Science,Science,Neither
2548,Neither,Neither,Neither,Play,Science,Science
2549,Neither,Neither,Neither,Neither,Neither,Science
2550,Neither,Play,Play,Neither,Science,Play
2551,Neither,Play,Play,Science,Neither,Neither
2552,Neither,Play,Neither,Science,Neither,Play
2553,Science,Science,Neither,Science,Science,Science
2554,Neither,Neither,Science,Neither,Science,Neither
2555,Neither,Science,Science,Science,Science,Science
2556,Neither,Neither,Science,Science,Neither,Neither
2557,Neither,Science,Neither,Neither,Science,Neither
2558,Neither,Science,Neither,Neither,Science,Neither
2559,Neither,Neither,Science,Neither,Neither,Neither
2560,Neither,Neither,Neither,Play,Neither,Neither
2561,Neither,Science,Neither,Science,Neither,Neither
2562,Neither,Science,Neither,Play,Play,Neither
2563,Neither,Science,Neither,Play,Play,Neither
2564,Neither,Neither,Science,Neither,Neither,Neither
2565,Neither,Science,Science,Science,Neither,Neither
2566,Neither,Science,Neither,Play,Neither,Neither
2567,Neither,Neither,Neither,Science,Neither,Neither
2568,Neither,Neither,Neither,Science,Neither,Neither
2569,Neither,Neither,Neither,Science,Neither,Neither
2570,Neither,Neither,Neither,Science,Neither,Neither
2571,Neither,Neither,Science,Science,Neither,Neither
2572,Neither,Science,Neither,Play,Neither,Neither
2573,Neither,Neither,Science,Science,Neither,Neither
2574,Neither,Neither,Science,Play,Neither,Neither
2575,Neither,Science,Neither,Play,Neither,Science
2576,Science,Science,Science,Science,Science,Science
2577,Neither,Science,Science,Science,Science,Science
2578,Neither,Science,Neither,Science,Science,Neither
2579,Science,Science,Neither,Neither,Science,Science
2580,Neither,Play,Neither,Neither,Neither,Neither
2581,Neither,Neither,Neither,Play,Neither,Neither
2582,Neither,Neither,Neither,Science,Neither,Neither
2583,Neither,Science,Neither,Science,Play,Neither
2584,Neither,Science,Science,Science,Science,Neither
2585,Neither,Neither,Neither,Science,Play,Neither
2586,Neither,Neither,Neither,Science,Neither,Neither
2587,Neither,Neither,Neither,Neither,Neither,Neither
2588,Neither,Neither,Play,Play,Play,Neither
2589,Neither,Science,Science,Play,Science,Science
2590,Neither,Science,Neither,Play,Science,Play
2591,Neither,Science,Neither,Science,Science,Neither
2592,Neither,Neither,Neither,Neither,Neither,Neither
2593,Neither,Neither,Neither,Neither,Neither,Neither
2594,Neither,Science,Neither,Science,Science,Neither
2595,Neither,Science,Neither,Science,Neither,Neither
2596,Neither,Play,Play,Science,Neither,Neither
2597,Neither,Neither,Neither,Play,Science,Neither
2598,Science,Science,Science,Play,Science,Science
2599,Neither,Neither,Neither,Play,Neither,Neither
2600,Neither,Science,Neither,Science,Neither,Neither
2601,Neither,Science,Neither,Play,Neither,Neither
2602,Neither,Science,Science,Science,Neither,Neither
2603,Neither,Neither,Play,Science,Neither,Neither
2604,Neither,Neither,Neither,Science,Neither,Neither
2605,Neither,Neither,Neither,Play,Neither,Play
2606,Neither,Play,Science,Science,Science,Neither
2607,Neither,Science,Neither,Play,Neither,Science
2608,Neither,Science,Science,Play,Play,Neither
2609,Science,Science,Science,Play,Science,Science
2610,Neither,Science,Science,Play,Science,Science
2611,Neither,Neither,Neither,Science,Neither,Science
2612,Neither,Science,Neither,Play,Neither,Play
2613,Neither,Play,Play,Play,Science,Play
2614,Neither,Science,Science,Science,Play,Neither
2615,Neither,Neither,Neither,Play,Neither,Neither
2616,Neither,Science,Science,Play,Neither,Neither
2617,Neither,Neither,Neither,Play,Neither,Neither
2618,Neither,Neither,Neither,Play,Neither,Neither
2619,Neither,Neither,Play,Play,Neither,Neither
2620,Neither,Neither,Neither,Science,Neither,Play
2621,Neither,Neither,Neither,Play,Neither,Neither
2622,Neither,Science,Neither,Neither,Play,Neither
2623,Neither,Neither,Science,Play,Neither,Neither
2624,Neither,Neither,Neither,Neither,Neither,Neither
2625,Neither,Science,Neither,Play,Neither,Neither
2626,Neither,Neither,Neither,Play,Neither,Neither
2627,Neither,Neither,Neither,Science,Neither,Science
2628,Neither,Neither,Neither,Neither,Science,Science
2629,Neither,Neither,Neither,Play,Neither,Neither
2630,Neither,Neither,Science,Neither,Neither,Science
2631,Neither,Neither,Science,Science,Neither,Science
2632,Neither,Neither,Neither,Science,Neither,Neither
2633,Neither,Neither,Neither,Play,Neither,Neither
2634,Neither,Neither,Neither,Play,Neither,Neither
2635,Neither,Neither,Neither,Science,Neither,Neither
2636,Neither,Neither,Play,Neither,Neither,Play
2637,Neither,Neither,Neither,Science,Neither,Neither
2638,Neither,Neither,Neither,Science,Neither,Neither
2639,Neither,Neither,Neither,Play,Neither,Neither
2640,Neither,Neither,Neither,Play,Science,Neither
2641,Neither,Neither,Science,Play,Neither,Neither
2642,Neither,Science,Neither,Science,Neither,Science
2643,Neither,Neither,Neither,Neither,Play,Science
2644,Neither,Neither,Science,Play,Science,Science
2645,Science,Science,Neither,Play,Science,Science
2646,Neither,Neither,Neither,Science,Neither,Play
2647,Neither,Neither,Neither,Science,Neither,Play
2648,Neither,Science,Neither,Science,Science,Science
2649,Neither,Neither,Neither,Play,Science,Neither
2650,Neither,Science,Play,Science,Neither,Neither
2651,Neither,Neither,Neither,Science,Neither,Science
2652,Neither,Neither,Neither,Neither,Neither,Neither
2653,Neither,Neither,Neither,Neither,Neither,Science
2654,Neither,Neither,Science,Neither,Neither,Neither
2655,Neither,Neither,Neither,Neither,Neither,Play
2656,Neither,Play,Neither,Play,Play,Science
2657,Neither,Neither,Science,Science,Neither,Science
2658,Neither,Neither,Science,Play,Neither,Play
2659,Neither,Play,Play,Play,Play,Play
2660,Neither,Play,Neither,Play,Science,Science
2661,Neither,Play,Neither,Neither,Science,Neither
2662,Neither,Neither,Science,Play,Neither,Neither
2663,Neither,Neither,Neither,Science,Neither,Neither
2664,Neither,Neither,Neither,Science,Neither,Neither
2665,Neither,Science,Science,Neither,Neither,Neither
2666,Neither,Neither,Science,Neither,Neither,Neither
2667,Science,Science,Science,Science,Science,Science
2668,Neither,Science,Science,Science,Neither,Neither
2669,Neither,Neither,Science,Play,Neither,Neither
2670,Neither,Science,Neither,Play,Neither,Neither
2671,Neither,Science,Science,Science,Science,Neither
2672,Neither,Neither,Neither,Play,Neither,Neither
2673,Neither,Play,Neither,Play,Neither,Play
2674,Neither,Neither,Neither,Science,Science,Science
2675,Neither,Neither,Science,Neither,Science,Science
2676,Neither,Science,Neither,Science,Science,Neither
2677,Neither,Science,Science,Science,Science,Science
2678,Neither,Science,Neither,Science,Neither,Neither
2679,Neither,Science,Science,Science,Neither,Neither
2680,Neither,Neither,Science,Play,Neither,Play
2681,Neither,Neither,Neither,Science,Neither,Neither
2682,Neither,Neither,Neither,Neither,Neither,Neither
2683,Neither,Neither,Neither,Play,Neither,Neither
2684,Play,Neither,Play,Play,Play,Science
2685,Neither,Neither,Neither,Play,Neither,Neither
2686,Neither,Neither,Neither,Play,Play,Neither
2687,Neither,Science,Neither,Play,Play,Neither
2688,Neither,Play,Neither,Neither,Neither,Neither
2689,Neither,Science,Science,Science,Neither,Science
