,id_fine,id_coarse,name_fine,name_coarse,id,image
237,54,2,orchid,flowers,237,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5047.png
238,82,2,sunflower,flowers,238,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5155.png
239,54,2,orchid,flowers,239,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5161.png
240,82,2,sunflower,flowers,240,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5181.png
241,82,2,sunflower,flowers,241,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5260.png
242,92,2,tulip,flowers,242,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5297.png
243,54,2,orchid,flowers,243,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5300.png
244,92,2,tulip,flowers,244,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5308.png
245,62,2,poppy,flowers,245,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5332.png
246,62,2,poppy,flowers,246,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5390.png
247,70,2,rose,flowers,247,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5435.png
248,62,2,poppy,flowers,248,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5436.png
249,54,2,orchid,flowers,249,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5438.png
250,70,2,rose,flowers,250,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5450.png
251,62,2,poppy,flowers,251,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5476.png
252,54,2,orchid,flowers,252,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5514.png
253,70,2,rose,flowers,253,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5520.png
254,82,2,sunflower,flowers,254,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5573.png
255,70,2,rose,flowers,255,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5584.png
256,62,2,poppy,flowers,256,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5592.png
257,54,2,orchid,flowers,257,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5616.png
258,54,2,orchid,flowers,258,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5622.png
259,62,2,poppy,flowers,259,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5658.png
260,70,2,rose,flowers,260,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5668.png
261,82,2,sunflower,flowers,261,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5680.png
262,54,2,orchid,flowers,262,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5684.png
263,54,2,orchid,flowers,263,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5708.png
264,92,2,tulip,flowers,264,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5709.png
265,54,2,orchid,flowers,265,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5713.png
266,62,2,poppy,flowers,266,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5725.png
267,82,2,sunflower,flowers,267,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5742.png
268,62,2,poppy,flowers,268,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5784.png
269,62,2,poppy,flowers,269,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5789.png
270,54,2,orchid,flowers,270,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5809.png
271,92,2,tulip,flowers,271,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5823.png
272,62,2,poppy,flowers,272,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5840.png
273,70,2,rose,flowers,273,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5848.png
274,82,2,sunflower,flowers,274,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5861.png
275,54,2,orchid,flowers,275,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5866.png
276,62,2,poppy,flowers,276,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5906.png
277,62,2,poppy,flowers,277,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5910.png
278,62,2,poppy,flowers,278,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5931.png
279,62,2,poppy,flowers,279,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5967.png
280,70,2,rose,flowers,280,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5975.png
281,62,2,poppy,flowers,281,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6014.png
282,82,2,sunflower,flowers,282,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6030.png
283,92,2,tulip,flowers,283,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6035.png
284,54,2,orchid,flowers,284,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6038.png
285,70,2,rose,flowers,285,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6043.png
286,70,2,rose,flowers,286,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6047.png
287,70,2,rose,flowers,287,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6049.png
288,92,2,tulip,flowers,288,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6050.png
289,70,2,rose,flowers,289,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6102.png
290,70,2,rose,flowers,290,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6167.png
291,70,2,rose,flowers,291,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6219.png
292,62,2,poppy,flowers,292,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6222.png
293,54,2,orchid,flowers,293,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6312.png
294,54,2,orchid,flowers,294,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6351.png
295,92,2,tulip,flowers,295,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6366.png
296,82,2,sunflower,flowers,296,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6388.png
297,92,2,tulip,flowers,297,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6414.png
298,82,2,sunflower,flowers,298,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6421.png
299,54,2,orchid,flowers,299,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6429.png
300,92,2,tulip,flowers,300,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6476.png
301,92,2,tulip,flowers,301,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6551.png
302,92,2,tulip,flowers,302,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6587.png
303,62,2,poppy,flowers,303,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6601.png
304,54,2,orchid,flowers,304,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6604.png
305,62,2,poppy,flowers,305,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6615.png
306,82,2,sunflower,flowers,306,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6647.png
307,92,2,tulip,flowers,307,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6683.png
308,82,2,sunflower,flowers,308,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6687.png
309,70,2,rose,flowers,309,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6697.png
310,54,2,orchid,flowers,310,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6754.png
311,92,2,tulip,flowers,311,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6755.png
312,62,2,poppy,flowers,312,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6787.png
313,70,2,rose,flowers,313,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6821.png
314,92,2,tulip,flowers,314,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6828.png
315,70,2,rose,flowers,315,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6838.png
316,62,2,poppy,flowers,316,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6839.png
317,82,2,sunflower,flowers,317,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6843.png
318,82,2,sunflower,flowers,318,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6845.png
319,70,2,rose,flowers,319,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6847.png
320,54,2,orchid,flowers,320,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6876.png
321,92,2,tulip,flowers,321,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6896.png
322,92,2,tulip,flowers,322,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6897.png
323,54,2,orchid,flowers,323,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6906.png
324,54,2,orchid,flowers,324,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6919.png
325,92,2,tulip,flowers,325,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6927.png
326,82,2,sunflower,flowers,326,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6928.png
327,92,2,tulip,flowers,327,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6934.png
328,62,2,poppy,flowers,328,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6939.png
329,92,2,tulip,flowers,329,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6944.png
330,54,2,orchid,flowers,330,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6986.png
331,92,2,tulip,flowers,331,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/6993.png
332,82,2,sunflower,flowers,332,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7017.png
333,70,2,rose,flowers,333,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7025.png
334,62,2,poppy,flowers,334,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7056.png
335,70,2,rose,flowers,335,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7120.png
336,70,2,rose,flowers,336,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7122.png
337,62,2,poppy,flowers,337,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7129.png
338,92,2,tulip,flowers,338,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7139.png
339,62,2,poppy,flowers,339,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7187.png
340,62,2,poppy,flowers,340,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7197.png
341,62,2,poppy,flowers,341,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7199.png
342,62,2,poppy,flowers,342,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7218.png
343,92,2,tulip,flowers,343,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7252.png
344,82,2,sunflower,flowers,344,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7258.png
345,54,2,orchid,flowers,345,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7261.png
346,70,2,rose,flowers,346,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7313.png
347,92,2,tulip,flowers,347,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7323.png
348,82,2,sunflower,flowers,348,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7328.png
349,92,2,tulip,flowers,349,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7354.png
350,54,2,orchid,flowers,350,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7361.png
351,70,2,rose,flowers,351,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7364.png
352,70,2,rose,flowers,352,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7380.png
353,92,2,tulip,flowers,353,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7409.png
354,70,2,rose,flowers,354,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7424.png
355,70,2,rose,flowers,355,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7429.png
356,62,2,poppy,flowers,356,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7435.png
357,70,2,rose,flowers,357,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7442.png
358,92,2,tulip,flowers,358,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7457.png
359,70,2,rose,flowers,359,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7482.png
360,92,2,tulip,flowers,360,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7505.png
361,54,2,orchid,flowers,361,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7523.png
362,92,2,tulip,flowers,362,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7556.png
363,92,2,tulip,flowers,363,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7586.png
364,62,2,poppy,flowers,364,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7588.png
365,62,2,poppy,flowers,365,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7591.png
366,54,2,orchid,flowers,366,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7598.png
367,82,2,sunflower,flowers,367,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7616.png
368,92,2,tulip,flowers,368,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7629.png
369,62,2,poppy,flowers,369,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7634.png
370,62,2,poppy,flowers,370,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7642.png
371,70,2,rose,flowers,371,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7653.png
372,82,2,sunflower,flowers,372,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7683.png
373,54,2,orchid,flowers,373,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7720.png
374,70,2,rose,flowers,374,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7744.png
375,70,2,rose,flowers,375,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7745.png
376,70,2,rose,flowers,376,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7747.png
377,82,2,sunflower,flowers,377,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7755.png
378,92,2,tulip,flowers,378,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7773.png
379,82,2,sunflower,flowers,379,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7776.png
380,92,2,tulip,flowers,380,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7814.png
381,70,2,rose,flowers,381,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7825.png
382,54,2,orchid,flowers,382,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7842.png
383,92,2,tulip,flowers,383,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7846.png
384,70,2,rose,flowers,384,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7861.png
385,92,2,tulip,flowers,385,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7940.png
386,54,2,orchid,flowers,386,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7942.png
387,62,2,poppy,flowers,387,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7951.png
388,92,2,tulip,flowers,388,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7986.png
389,82,2,sunflower,flowers,389,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7989.png
390,82,2,sunflower,flowers,390,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7991.png
391,54,2,orchid,flowers,391,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/7997.png
392,54,2,orchid,flowers,392,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8020.png
393,54,2,orchid,flowers,393,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8053.png
394,82,2,sunflower,flowers,394,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8068.png
395,70,2,rose,flowers,395,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8093.png
396,70,2,rose,flowers,396,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8099.png
397,70,2,rose,flowers,397,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8106.png
398,92,2,tulip,flowers,398,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8135.png
399,54,2,orchid,flowers,399,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8158.png
400,82,2,sunflower,flowers,400,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8166.png
401,62,2,poppy,flowers,401,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8180.png
402,92,2,tulip,flowers,402,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8203.png
403,92,2,tulip,flowers,403,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8204.png
404,92,2,tulip,flowers,404,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8243.png
405,62,2,poppy,flowers,405,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8262.png
406,70,2,rose,flowers,406,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8291.png
407,70,2,rose,flowers,407,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8303.png
408,70,2,rose,flowers,408,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8315.png
409,92,2,tulip,flowers,409,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8365.png
410,82,2,sunflower,flowers,410,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8378.png
411,54,2,orchid,flowers,411,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8433.png
412,62,2,poppy,flowers,412,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8443.png
413,92,2,tulip,flowers,413,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8452.png
414,82,2,sunflower,flowers,414,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8470.png
415,82,2,sunflower,flowers,415,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8475.png
416,70,2,rose,flowers,416,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8480.png
417,70,2,rose,flowers,417,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8502.png
418,70,2,rose,flowers,418,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8508.png
419,54,2,orchid,flowers,419,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8561.png
420,54,2,orchid,flowers,420,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8562.png
421,54,2,orchid,flowers,421,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8566.png
422,82,2,sunflower,flowers,422,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8581.png
423,62,2,poppy,flowers,423,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8587.png
424,70,2,rose,flowers,424,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8595.png
425,70,2,rose,flowers,425,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8611.png
426,70,2,rose,flowers,426,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8614.png
427,82,2,sunflower,flowers,427,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8616.png
428,62,2,poppy,flowers,428,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8621.png
429,82,2,sunflower,flowers,429,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8689.png
430,82,2,sunflower,flowers,430,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8730.png
431,82,2,sunflower,flowers,431,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8736.png
432,92,2,tulip,flowers,432,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8759.png
433,82,2,sunflower,flowers,433,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8785.png
434,70,2,rose,flowers,434,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8791.png
435,62,2,poppy,flowers,435,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8838.png
436,62,2,poppy,flowers,436,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8855.png
437,70,2,rose,flowers,437,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8865.png
438,82,2,sunflower,flowers,438,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8866.png
439,82,2,sunflower,flowers,439,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8867.png
440,62,2,poppy,flowers,440,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8880.png
441,82,2,sunflower,flowers,441,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8881.png
442,70,2,rose,flowers,442,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8891.png
443,54,2,orchid,flowers,443,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8919.png
444,62,2,poppy,flowers,444,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8923.png
445,92,2,tulip,flowers,445,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8924.png
446,62,2,poppy,flowers,446,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8950.png
447,82,2,sunflower,flowers,447,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/8985.png
448,54,2,orchid,flowers,448,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9041.png
449,82,2,sunflower,flowers,449,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9053.png
450,62,2,poppy,flowers,450,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9071.png
451,70,2,rose,flowers,451,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9123.png
452,70,2,rose,flowers,452,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9146.png
453,62,2,poppy,flowers,453,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9147.png
454,82,2,sunflower,flowers,454,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9174.png
455,54,2,orchid,flowers,455,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9207.png
456,82,2,sunflower,flowers,456,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9209.png
457,92,2,tulip,flowers,457,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9228.png
458,92,2,tulip,flowers,458,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9254.png
459,82,2,sunflower,flowers,459,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9256.png
460,62,2,poppy,flowers,460,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9274.png
461,70,2,rose,flowers,461,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9289.png
462,92,2,tulip,flowers,462,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9297.png
463,82,2,sunflower,flowers,463,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9315.png
464,54,2,orchid,flowers,464,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9338.png
465,92,2,tulip,flowers,465,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9384.png
466,82,2,sunflower,flowers,466,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9396.png
467,54,2,orchid,flowers,467,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9430.png
468,82,2,sunflower,flowers,468,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9431.png
469,82,2,sunflower,flowers,469,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9433.png
470,70,2,rose,flowers,470,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9435.png
471,62,2,poppy,flowers,471,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9443.png
472,70,2,rose,flowers,472,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/9470.png
